Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
691277055,1710451,7019821,383953,1861,3182.36,3182.36,0.0,0.0,1608.7526,787.8791,7.6234426,0.28566635,777.8192
703545820,1741582,7060464,385378,1841,3181.8833,3181.8833,0.0,0.0,1608.7122,787.5324,7.5985045,0.2855758,777.75464
716489213,1772726,7102045,386739,1837,3181.471,3181.471,0.0,0.0,1608.374,787.39636,7.6269727,0.28516406,777.78827
730355192,1803930,7142035,388012,1841,3181.1392,3181.1392,0.0,0.0,1608.3672,787.0463,7.6175756,0.2852835,777.8229
742300292,1835008,7184827,389447,1781,3180.4685,3180.4685,0.0,0.0,1608.2434,786.90643,7.601331,0.28581172,777.43146
754819270,1866127,7226761,390875,1823,3179.4553,3179.4553,0.0,0.0,1608.0026,786.5736,7.564887,0.2858194,777.0284
768320622,1897279,7270350,392345,1795,3178.812,3178.812,0.0,0.0,1607.414,786.0697,7.567259,0.28584996,777.4752
780586408,1928328,7308645,393593,1773,3179.3323,3179.3323,0.0,0.0,1607.48,786.19855,7.5781555,0.28577745,777.7897
791175932,1959395,7346439,394858,1774,3178.9485,3178.9485,0.0,0.0,1607.1318,785.9533,7.566871,0.2846915,778.0117
803534760,1990540,7385271,396160,1725,3178.2905,3178.2905,0.0,0.0,1607.2452,785.5945,7.5922446,0.28521976,777.57336
815303798,2021705,7421974,397356,1737,3177.2832,3177.2832,0.0,0.0,1607.061,785.20294,7.5801377,0.2851864,777.15393
828521458,2052802,7461724,398681,1739,3176.5427,3176.5427,0.0,0.0,1606.8181,784.7655,7.5449615,0.2849669,777.129
841750303,2083934,7500472,399939,1693,3175.908,3175.908,0.0,0.0,1606.7285,784.0885,7.573914,0.2850602,777.23193
854148283,2115066,7538712,401203,1701,3175.3696,3175.3696,0.0,0.0,1606.7399,783.85,7.499535,0.28539225,776.99475
866155448,2146223,7577405,402443,1715,3174.1892,3174.1892,0.0,0.0,1606.488,783.3661,7.494902,0.28548878,776.5547
879305628,2177367,7615957,403729,1696,3173.4932,3173.4932,0.0,0.0,1605.8853,783.38947,7.5109653,0.2839027,776.42365
889886890,2208514,7652254,404836,1690,3173.3362,3173.3362,0.0,0.0,1606.069,783.13385,7.475742,0.28418148,776.3735
899837557,2239675,7683827,405792,1671,3172.7986,3172.7986,0.0,0.0,1605.8787,782.77954,7.4592276,0.2823652,776.39874
912059158,2270771,7721303,406987,1659,3172.453,3172.453,0.0,0.0,1605.7296,782.7571,7.4787335,0.28340387,776.2041
925286593,2301888,7758425,408111,1636,3171.9448,3171.9448,0.0,0.0,1605.6469,782.624,7.4507236,0.2830943,775.9402
937088768,2332995,7795896,409245,1644,3171.2405,3171.2405,0.0,0.0,1605.587,782.087,7.4426928,0.28337553,775.8403
948302575,2364090,7830299,410325,1642,3171.0083,3171.0083,0.0,0.0,1605.5111,782.03754,7.404651,0.2834966,775.7714
963043385,2395204,7866932,411501,1622,3170.6113,3170.6113,0.0,0.0,1605.3915,781.7999,7.4332323,0.28317833,775.7036
973926933,2426348,7900234,412537,1605,3170.0942,3170.0942,0.0,0.0,1605.1466,781.8557,7.4017253,0.28333348,775.40686
985713822,2457486,7931760,413521,1612,3169.6711,3169.6711,0.0,0.0,1605.0208,781.6316,7.3804226,0.28398085,775.3543
998188336,2488662,7965643,414606,1605,3169.4292,3169.4292,0.0,0.0,1604.8011,781.4725,7.3728566,0.2846651,775.49805
1010287101,2519779,8001557,415742,1570,3169.2744,3169.2744,0.0,0.0,1604.964,781.1212,7.3452125,0.28551978,775.55853
1024599318,2550910,8036410,416844,1604,3168.7817,3168.7817,0.0,0.0,1604.8115,780.9499,7.3745675,0.28617883,775.3595
1037610301,2582067,8070868,417934,1571,3168.6138,3168.6138,0.0,0.0,1604.6213,780.8971,7.380484,0.2864131,775.4284
1051503043,2613094,8106267,419073,1603,3168.4622,3168.4622,0.0,0.0,1604.5238,780.8454,7.349562,0.2858522,775.45746
1064821910,2644239,8140639,420133,1554,3167.8074,3167.8074,0.0,0.0,1604.3673,780.54626,7.3580403,0.28540158,775.25024
1076689401,2675398,8173391,421106,1561,3167.6084,3167.6084,0.0,0.0,1604.5083,780.18787,7.355997,0.28682417,775.2693
1089173245,2706580,8206820,422124,1560,3167.0178,3167.0178,0.0,0.0,1604.2528,780.1277,7.3462243,0.28741935,775.0038
1101542349,2737579,8240124,423190,1564,3166.4775,3166.4775,0.0,0.0,1603.9974,779.8578,7.3248377,0.2887121,775.00867
1112442498,2768714,8272349,424178,1529,3166.282,3166.282,0.0,0.0,1603.9167,779.8574,7.340122,0.28907585,774.8786
1123568101,2799858,8303403,425131,1510,3166.078,3166.078,0.0,0.0,1603.7998,779.81573,7.340536,0.28913194,774.8325
1137103284,2830995,8334680,426184,1531,3165.8413,3165.8413,0.0,0.0,1603.4888,779.98364,7.351918,0.2895243,774.72754
1148442616,2862139,8368311,427234,1523,3165.4658,3165.4658,0.0,0.0,1603.4717,779.7369,7.3005486,0.28974956,774.66693
1159634969,2893262,8398278,428160,1534,3165.24,3165.24,0.0,0.0,1603.2498,779.61926,7.299388,0.2899258,774.7816
1170617819,2924368,8429085,429076,1526,3164.8845,3164.8845,0.0,0.0,1603.3862,779.27936,7.2420797,0.28938657,774.6874
1183730375,2955483,8463860,430238,1471,3164.7305,3164.7305,0.0,0.0,1603.3763,779.2676,7.2556314,0.28926602,774.5417
1195580361,2986599,8495858,431228,1538,3164.3757,3164.3757,0.0,0.0,1602.9188,779.5023,7.236016,0.28941247,774.42914
1208342745,3017738,8528103,432222,1482,3164.2898,3164.2898,0.0,0.0,1602.9409,779.3901,7.253281,0.2892613,774.41614
1221258991,3048898,8557181,433134,1503,3164.0684,3164.0684,0.0,0.0,1602.9493,779.10956,7.2761874,0.28910732,774.4442
1233621243,3080034,8587969,434132,1491,3164.1558,3164.1558,0.0,0.0,1602.9373,779.2829,7.286676,0.28969815,774.35913
1245782806,3111191,8619136,435100,1498,3163.422,3163.422,0.0,0.0,1602.8055,778.8777,7.230058,0.2897124,774.219
1258518312,3143015,8648687,436008,1481,3163.182,3163.182,0.0,0.0,1602.5339,778.9521,7.211082,0.29034334,774.19434
1271929299,3174268,8680135,436998,1453,3162.9626,3162.9626,0.0,0.0,1602.6792,778.80914,7.189672,0.2904058,773.99426
1285670385,3205463,8713574,438014,1455,3162.5356,3162.5356,0.0,0.0,1602.2749,778.6533,7.2250624,0.29078138,774.09155
1296859157,3236555,8743446,438961,1460,3162.5652,3162.5652,0.0,0.0,1602.4675,778.4683,7.16597,0.2910652,774.17224
1308016530,3267802,8773852,439889,1479,3162.2932,3162.2932,0.0,0.0,1602.5828,778.49335,7.1868343,0.29134285,773.7391
1319599168,3299021,8802268,440706,1445,3161.7664,3161.7664,0.0,0.0,1602.0338,778.50574,7.1930275,0.2920583,773.74176
1330982743,3330271,8831855,441603,1472,3161.9583,3161.9583,0.0,0.0,1602.0449,778.67737,7.1912465,0.29195884,773.7528
1342744267,3361438,8860462,442501,1455,3161.9124,3161.9124,0.0,0.0,1602.045,778.5304,7.1795816,0.2918763,773.8654
1354144201,3392634,8890224,443404,1455,3161.9875,3161.9875,0.0,0.0,1602.0806,778.5542,7.1800323,0.2922244,773.8806
1367695082,3423879,8920393,444253,1436,3161.761,3161.761,0.0,0.0,1602.1376,778.3464,7.1605787,0.29244795,773.82404
1379648791,3455114,8948876,445138,1422,3161.417,3161.417,0.0,0.0,1601.9222,778.1706,7.1313696,0.29298607,773.89966
1392779387,3486354,8977305,446057,1434,3161.2397,3161.2397,0.0,0.0,1601.9272,777.9528,7.1263733,0.29313377,773.94006
1404353942,3517547,9005699,446849,1419,3160.9976,3160.9976,0.0,0.0,1601.8942,777.9388,7.1211367,0.2934509,773.75006
1416031022,3548779,9033445,447703,1430,3160.8174,3160.8174,0.0,0.0,1601.6361,777.9826,7.120089,0.2930283,773.7855
1426778616,3580046,9063092,448532,1433,3160.5288,3160.5288,0.0,0.0,1601.6677,777.7324,7.11499,0.29396746,773.71967
1437737229,3611243,9089807,449321,1423,3160.3386,3160.3386,0.0,0.0,1601.5585,777.6227,7.1283813,0.2939944,773.73517
1450858733,3642462,9121560,450255,1428,3160.0632,3160.0632,0.0,0.0,1601.5745,777.487,7.1293144,0.29451627,773.5779
1463241535,3673693,9151893,451137,1418,3159.748,3159.748,0.0,0.0,1601.3832,777.4727,7.1101193,0.2948479,773.48706
1474473408,3704866,9180525,451981,1392,3159.6125,3159.6125,0.0,0.0,1601.3562,777.3963,7.0930285,0.2962096,773.4708
1486151452,3736055,9209844,452840,1397,3159.5234,3159.5234,0.0,0.0,1601.3804,777.30634,7.0759215,0.29641014,773.4644
1497857508,3767251,9237569,453637,1403,3159.4067,3159.4067,0.0,0.0,1601.1738,777.39386,7.076663,0.2968132,773.4657
1509698475,3798502,9262800,454332,1401,3159.359,3159.359,0.0,0.0,1601.122,777.473,7.0494285,0.29698503,773.4174
