Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
2294850734,5356587,16738259,937187,1912,1574.1089,1574.1089,0.0,0.0,882.83044,470.39053,4.5535865,0.1974786,216.13681
2306800595,5387760,16778201,938790,1881,1574.0526,1574.0526,0.0,0.0,882.57227,470.56335,4.548509,0.19753836,216.17088
2321243275,5418819,16821413,940674,1915,1573.9784,1573.9784,0.0,0.0,882.57367,470.58334,4.5539536,0.19745693,216.06996
2334735900,5449999,16861219,942350,1888,1573.992,1573.992,0.0,0.0,882.6366,470.49722,4.5524225,0.1974116,216.10826
2347442764,5481144,16902044,944123,1905,1573.9303,1573.9303,0.0,0.0,882.54425,470.4786,4.553562,0.1975152,216.15642
2360410194,5512331,16941698,945798,1878,1573.8732,1573.8732,0.0,0.0,882.5551,470.38715,4.5509086,0.19748293,216.18259
2374150326,5543503,16984728,947687,1912,1573.7468,1573.7468,0.0,0.0,882.43945,470.36487,4.5463195,0.19753273,216.19861
2386064017,5574659,17025485,949499,1901,1573.7004,1573.7004,0.0,0.0,882.42505,470.3182,4.5486984,0.19731535,216.21117
2400622641,5605807,17067678,951274,1896,1573.6526,1573.6526,0.0,0.0,882.4109,470.31207,4.5444584,0.1973876,216.18782
2414468639,5636964,17111562,953176,1866,1573.5742,1573.5742,0.0,0.0,882.3916,470.30002,4.5369506,0.19734661,216.1483
2428336473,5668140,17151006,954819,1866,1573.5013,1573.5013,0.0,0.0,882.27625,470.354,4.5444303,0.19741073,216.12921
2441765990,5699335,17190682,956527,1853,1573.4106,1573.4106,0.0,0.0,882.2703,470.36288,4.543594,0.19748084,216.0363
2457272024,5730527,17234069,958429,1880,1573.4377,1573.4377,0.0,0.0,882.3407,470.2445,4.5460052,0.19746819,216.10907
2470501284,5761749,17274185,960193,1883,1573.272,1573.272,0.0,0.0,882.26013,470.175,4.5479374,0.19738595,216.09152
2483912527,5792951,17315887,961969,1855,1573.1045,1573.1045,0.0,0.0,882.1823,470.1246,4.541294,0.19743636,216.05882
2495760067,5824164,17355693,963654,1903,1573.0903,1573.0903,0.0,0.0,882.1585,470.128,4.5367937,0.19746047,216.06956
2509524594,5855336,17393866,965301,1857,1572.976,1572.976,0.0,0.0,882.07184,470.1333,4.5348005,0.1974376,216.03856
2525581354,5886587,17435686,967113,1882,1572.9697,1572.9697,0.0,0.0,882.0027,470.17337,4.5333385,0.19740523,216.06296
2540484719,5917795,17476660,968869,1892,1572.9866,1572.9866,0.0,0.0,881.993,470.0824,4.5352354,0.1974317,216.17848
2552910173,5948977,17514109,970471,1853,1572.9497,1572.9497,0.0,0.0,882.0002,470.02338,4.5259366,0.19745187,216.2028
2565620604,5980124,17552027,972035,1842,1572.8936,1572.8936,0.0,0.0,881.98065,469.9786,4.5275426,0.19745024,216.20934
2577393779,6011303,17589918,973599,1828,1572.8713,1572.8713,0.0,0.0,881.9931,469.98813,4.526868,0.19745585,216.16582
2590960204,6042493,17629573,975248,1820,1572.7156,1572.7156,0.0,0.0,881.9385,470.00024,4.520454,0.19756038,216.05887
2603814538,6073656,17667584,976823,1848,1572.5723,1572.5723,0.0,0.0,881.9237,469.8669,4.520659,0.19759203,216.06335
2617256850,6104843,17706286,978464,1849,1572.5562,1572.5562,0.0,0.0,881.8605,469.89532,4.5184817,0.19753948,216.08427
2629674873,6136054,17743717,979970,1811,1572.4706,1572.4706,0.0,0.0,881.7318,469.91373,4.507109,0.19763468,216.12027
2642956538,6167181,17785888,981850,1833,1572.4803,1572.4803,0.0,0.0,881.7754,469.86578,4.501746,0.1976509,216.13979
2656768988,6198364,17825831,983578,1817,1572.3827,1572.3827,0.0,0.0,881.7468,469.7958,4.506791,0.19761539,216.13562
2669238657,6229571,17866586,985286,1837,1572.2646,1572.2646,0.0,0.0,881.726,469.6858,4.499007,0.19761801,216.15627
2682809617,6261204,17905643,986901,1803,1572.2045,1572.2045,0.0,0.0,881.6589,469.68042,4.508524,0.19760747,216.1591
2696258368,6292399,17947749,988685,1793,1572.1122,1572.1122,0.0,0.0,881.61884,469.69708,4.5091987,0.19748406,216.08958
2708397945,6323605,17985803,990410,1834,1572.141,1572.141,0.0,0.0,881.54315,469.7074,4.511117,0.197493,216.18185
2720284276,6354783,18024057,991955,1835,1572.1803,1572.1803,0.0,0.0,881.5847,469.66373,4.516929,0.1974397,216.21744
2733170525,6385899,18057865,993345,1816,1572.0724,1572.0724,0.0,0.0,881.48645,469.7088,4.510146,0.19743404,216.16959
2747942549,6417088,18100070,995060,1813,1571.9879,1571.9879,0.0,0.0,881.4841,469.6797,4.505621,0.19736971,216.12114
2762564768,6448315,18139962,996789,1798,1572.0123,1572.0123,0.0,0.0,881.434,469.71188,4.512615,0.19729482,216.15652
2777219752,6479527,18177918,998467,1797,1571.9883,1571.9883,0.0,0.0,881.4552,469.71146,4.507386,0.19723475,216.11707
