Iteration,Time (ms),Target Mean Absolute Deviation,Constraint Name,Short Name,Weight,Weight Type,Inequality,Rows,Mean,Mean Absolute,Median,Minimum,Maximum,L2 Norm,Energy,Standard Deviation,Root Mean Squared Error
10727947,30423,1.5717354049849486,Uncertain Slip Rate,UncertSlipRate,1.0,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.14392632429801258,0.4521402773541048,-0.09074100093222198,-10.652173913043478,5.082911853189037,1200.936645680387,1200.936645680387,0.7042942923377169,0.7187015309676335
10727947,30423,1.5717354049849486,Paleoseismic Event Rate,PaleoRate,1.0,NORMALIZED_BY_UNCERTAINTY,false,65,-0.5788925415114853,1.174141986128835,-0.7140222863672487,-3.97146659790259,4.90887773051868,144.05939598476934,144.05939598476934,1.3822356134776714,1.4887237486403184
10727947,30423,1.5717354049849486,Uncertain MFD Equality,UncertMFDEquality,1.0,NORMALIZED_BY_UNCERTAINTY,false,34,2.029434069749408,3.088923951471906,-1.0,-5.699058873819647,5.216110719958639,206.38201736296685,206.38201736296685,2.91939390567795,3.484267307255546
21943358,61337,0.7019309843271296,Uncertain Slip Rate,UncertSlipRate,0.9624340949472534,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.20470457633248912,0.4053118161854279,-0.12884870642454735,-10.652173913043477,4.678623502516264,1038.511100468483,961.9514256560827,0.6363502541369144,0.668334827060294
21943358,61337,0.7019309843271296,Paleoseismic Event Rate,PaleoRate,1.5509389780115266,NORMALIZED_BY_UNCERTAINTY,false,65,-0.6773610583931804,0.9970553461066025,-0.7021517519348723,-3.831970677431294,3.0411156761636873,99.92859754913583,240.3694190598614,1.04661229783247,1.239904447615813
21943358,61337,0.7019309843271296,Uncertain MFD Equality,UncertMFDEquality,2.515579284614314,NORMALIZED_BY_UNCERTAINTY,false,34,0.24755280686827388,0.7034257906893585,-1.0,-2.217320137945489,0.9126923773711422,11.699114585245095,74.03362487725062,0.8161385420856467,0.8295680869565621
34757138,92508,0.5462328028025374,Uncertain Slip Rate,UncertSlipRate,0.9300324868874122,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.18460763334312835,0.4066019286029849,-0.12068947326370968,-10.652173913043478,4.460385597581872,1055.5977354508555,913.0502676432193,0.6481676098048721,0.6738104565652807
34757138,92508,0.5462328028025374,Paleoseismic Event Rate,PaleoRate,2.3506438356749118,NORMALIZED_BY_UNCERTAINTY,false,65,-0.5720986225542575,0.7748950381105325,-0.5077125204430609,-3.140505794900935,1.6742537442094922,64.81010130480144,358.10992848111187,0.8247708687441088,0.9985381723361054
34757138,92508,0.5462328028025374,Uncertain MFD Equality,UncertMFDEquality,3.202429960820514,NORMALIZED_BY_UNCERTAINTY,false,34,0.1417725509642535,0.4572014416940946,-1.0,-1.3392179140163043,0.6088002968987111,4.712302864919821,48.32729371411025,0.5226502241821437,0.5264924369558922
48940220,123652,0.49278254619261164,Uncertain Slip Rate,UncertSlipRate,0.9058489398296978,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.17371152022329206,0.41930112257450164,-0.11778279858146129,-10.652173913043478,4.219969654292803,1132.8933714384677,929.6095925508479,0.6762299583083763,0.6980443869913242
48940220,123652,0.49278254619261164,Paleoseismic Event Rate,PaleoRate,3.160684996578875,NORMALIZED_BY_UNCERTAINTY,false,65,-0.47092656218548334,0.6256852276416431,-0.37810324013588337,-2.3791844713209938,1.054672484323244,44.63617642875914,445.91226226111195,0.6871704627900481,0.8286799180602209
48940220,123652,0.49278254619261164,Uncertain MFD Equality,UncertMFDEquality,3.307549709362523,NORMALIZED_BY_UNCERTAINTY,false,34,0.1696415052575302,0.4333612883616901,-1.0,-1.1127872182577554,0.6078783407099444,4.063114995635543,44.450011118687925,0.47261803488869664,0.4888831807795698
62042161,154778,0.4660462682923879,Uncertain Slip Rate,UncertSlipRate,0.8884794989009517,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.16725572861213456,0.42807859941182186,-0.11921104603013155,-10.652173913043478,4.016763070163787,1200.6924319516636,947.8215868489972,0.6990440266107018,0.7186284522980763
62042161,154778,0.4660462682923879,Paleoseismic Event Rate,PaleoRate,3.7869344160676777,NORMALIZED_BY_UNCERTAINTY,false,65,-0.4038911764343035,0.5405624445481587,-0.29832654976091183,-1.9050909051493106,0.8637463649888587,34.855655579142194,499.8605046032852,0.6155831866897342,0.7322846817076853
62042161,154778,0.4660462682923879,Uncertain MFD Equality,UncertMFDEquality,3.2980714120849437,NORMALIZED_BY_UNCERTAINTY,false,34,0.19510173281680032,0.42949776091718306,-0.9999999999999999,-1.0027206584389938,0.6519339345978307,3.957698473421646,43.0489748176766,0.454876274998463,0.4824995259626837
76474507,185873,0.45363277491298737,Uncertain Slip Rate,UncertSlipRate,0.8773885541554433,NORMALIZED_BY_UNCERTAINTY,false,2325,-0.163156214432744,0.4328924336178026,-0.12088875900705888,-10.652173913043477,3.831825042566805,1249.2347090108021,961.674214530786,0.7147762202149626,0.7330110853100666
76474507,185873,0.45363277491298737,Paleoseismic Event Rate,PaleoRate,4.202362512829321,NORMALIZED_BY_UNCERTAINTY,false,65,-0.3596035056696675,0.49220624569642485,-0.25731593544091413,-1.7885364267875228,0.8823789335888946,29.59118755023315,522.5759538542131,0.5753495305354162,0.6747214530710849
76474507,185873,0.45363277491298737,Uncertain MFD Equality,UncertMFDEquality,3.2622955369025948,NORMALIZED_BY_UNCERTAINTY,false,34,0.21520149299457153,0.43579964542473465,-0.9767267561505922,-0.9534535123011847,0.6582865056642623,4.0381381334511675,42.97617651806512,0.45075211656953107,0.48737822813686843
