Rupture Index,Average Slip (m)
363,23.795815038636494
364,1.5869841636876911
365,1.9437104211716274
366,2.2445136070139666
367,2.5092913031749196
368,3.173806269065209
369,3.5483112200307274
370,3.8863474720327447
371,4.1970825980796
372,4.486381121574394
373,4.7580804809736605
374,5.015217983961201
375,4.759588697416673
376,5.140240702717474
377,5.494711614363601
378,5.827673237631047
379,6.142644246285191
380,6.442151593370325
381,6.728538673423618
382,7.0034490449547295
383,7.26791201718531
384,7.522930187091792
385,6.245068920721338
386,6.635542476859158
387,7.0042272653414726
388,7.3542945333026415
389,7.68871172090962
390,8.009377081012428
391,8.317590834101004
392,8.614604620245006
393,8.901575111452814
394,9.179583463776405
395,9.449573683973377
396,9.712092967369708
397,9.967591738760797
398,7.770963638502265
399,8.16526441635795
400,8.541691333113294
401,8.902409442123929
402,9.248950971338868
403,9.582782862836085
404,9.905225776304647
405,10.217494955805734
406,10.52066399181656
407,10.815366533714508
408,11.102134245469854
409,11.381544378499362
410,11.654213777552759
411,11.920701561469564
412,12.181334722842125
413,12.436314982567009
414,12.686074400628497
415,12.931069977359696
416,13.171504750046893
417,13.407610924825345
418,13.639591226085528
419,13.867623299270507
420,14.091908472456655
421,14.312648865252084
422,14.530026950363569
423,14.744205258374521
424,14.955302548062901
425,15.163434588356866
426,15.368687137597702
427,15.57117944111569
428,15.771033982459704
429,15.96835985831802
430,16.163237529171248
431,16.355756774012235
432,16.546012024964835
433,16.734079517220316
434,16.920020645610066
435,17.10390007099745
436,17.28577830541704
437,17.46571408537469
438,17.643773471117733
439,17.82000520084088
440,17.99446182734474
441,18.167186473640665
442,18.33823445643531
443,18.507665852109632
444,18.675520174502143
445,18.841823573065057
446,19.006633237220818
447,19.169998120592876
448,19.331962685175043
449,19.492557802637204
450,19.651814757180816
451,19.80976300602175
452,19.96643203317104
453,20.121857291391557
454,20.276067065682803
455,20.429087452024877
456,20.58093898741964
457,20.73164579161757
458,20.881230987331666
459,21.029737812715343
460,21.177127091406344
461,21.32332770554833
462,21.468493369301765
463,21.612743835840863
464,21.75610767065775
465,21.898554712585852
466,21.955201876052996
467,9.11198563004705
468,9.517308864256698
469,9.905939651930757
470,10.279703246977517
471,10.640194370345867
472,10.988846042807822
473,11.326933842713078
474,11.655248193256478
475,11.97445470498567
476,12.285229366065991
477,12.588298908237007
478,12.884309336298067
479,13.173633074871868
480,13.456531060859644
481,13.733499220778203
482,14.005051058115058
483,14.271416021182528
484,14.532874086134212
485,14.789676657360845
486,15.042038980492487
487,15.290185587475202
488,15.534336736312323
489,15.734846046393267
490,15.93283660702036
491,16.128383823410687
492,16.321563523608578
493,16.51242649160423
494,16.70105716824547
495,16.88754545038423
496,17.071970952661164
497,17.25438843638562
498,17.434863057883224
499,17.613465913693762
500,17.790252451094013
501,17.965265406039922
502,18.138551696009884
503,18.310155356870432
504,18.480119688664406
505,18.648495788350434
506,18.81531918260121
507,18.980629726141974
508,19.14445900292022
509,19.306850778072373
510,19.46785394336531
511,19.627498403295053
512,19.785801810736515
513,19.942811806163732
514,20.098568647672273
515,20.253108725687476
516,20.406455830584903
517,20.558634469246268
518,20.7096677058468
519,20.859578913241588
520,21.00839744853905
521,21.15614606627355
522,21.30284565729618
523,21.477583801705993
524,21.65087507521455
525,21.822751659317795
526,21.993267939285815
527,22.162392549349924
528,22.33006439909344
529,22.468726650205408
530,22.606595585702475
531,22.743695543815484
532,22.879994813945107
533,22.93421794788187
534,10.401699751089016
535,10.816575477023218
536,11.215958562750483
537,11.601564533134393
538,11.974909300757789
539,12.336992874171925
540,12.688654920156747
541,12.982344007916085
542,13.26950119859779
543,13.550638993873696
544,13.826026037239108
545,14.095836740236116
546,14.360479928626877
547,14.620391098624367
548,14.875741792210025
549,15.126757940115168
550,15.373643362273254
551,15.616571627031277
552,15.85572912678777
553,16.0913015908487
554,16.284954642304697
555,16.476336016451917
556,16.665507179579876
557,16.852530946448432
558,17.03744672084799
559,17.22032727246611
560,17.4012514179137
561,17.5802886933859
562,17.757485110155077
563,17.932897305928485
564,18.106588200665602
565,18.278605961884278
566,18.448986791369197
567,18.617771323418616
568,18.784997725287187
569,18.950703759949842
570,19.114935088060932
571,19.27772245823581
572,19.439101086037077
573,19.599098340549627
574,19.757753699424313
575,19.915111862322323
576,20.071199166059085
577,20.22603012864101
578,20.37964875311086
579,20.532091986848776
580,20.683393141512624
581,20.833573325073242
582,20.982654462964938
583,21.13065717666099
584,21.277602492755044
585,21.423517403553372
586,21.568422523589525
587,21.71233672551685
588,21.883805382129374
589,22.05390492953933
590,22.2226645610388
591,22.390135416316404
592,22.556284533157225
593,22.721049791512822
594,22.857340268038193
595,22.99287911762019
596,23.127689301669957
597,23.261738702037416
598,23.315074037275302
599,11.709966174000527
600,12.131760320657229
601,12.539511337971977
602,12.88573949710309
603,13.22281552510216
604,13.504893211103251
605,13.78116630854873
606,14.05207095219
607,14.317816701467992
608,14.578528416862634
609,14.834563003891077
610,15.086308694042987
611,15.333902518827847
612,15.577537574046893
613,15.817388528870683
614,16.053603259719193
615,16.286344372435927
616,16.51577586550878
617,16.704508738055015
618,16.89113708295234
619,17.075713512306724
620,17.258292519798236
621,17.43890624957697
622,17.617619896719457
623,17.794505034486356
624,17.96962459633394
625,18.14301888119815
626,18.31473891663336
627,18.484842201061245
628,18.65337208083034
629,18.820360434016266
630,18.985843712264565
631,19.14985616516121
632,19.312431846112176
633,19.47361274786467
634,19.633426406072783
635,19.79190489934503
636,19.94907274868045
637,20.104966507973803
638,20.259628002754706
639,20.41308113875901
640,20.565338307023683
641,20.716440995789434
642,20.866423864971686
643,21.015318097446062
644,21.163142954804577
645,21.309918580313727
646,21.455663906465524
647,21.600398333372517
648,21.744147204262006
649,21.886929644065745
650,22.02876311930577
651,22.197787632389797
652,22.36549931719524
653,22.53192527428635
654,22.697114346369727
655,22.86103249986396
656,23.023616961409854
657,23.158126822830603
658,23.291915408423968
659,23.42500469964617
660,23.55736232390858
661,23.610029846937493
662,12.837016403919534
663,13.175428896570311
664,13.505276500770396
665,13.781574023148266
666,14.052408538692285
667,14.318182077342346
668,14.579077958737257
669,14.83519898553356
670,15.08687829855327
671,15.334482269024457
672,15.578132176189573
673,15.81800593414596
674,16.05426466639305
675,16.287044268116702
676,16.516496168239485
677,16.742774095237774
678,16.928976448112625
679,17.113157008716254
680,17.29536418422606
681,17.475648499604176
682,17.654038644103238
683,17.830596164597264
684,18.005389128975718
685,18.178477271491477
686,18.34989813114219
687,18.51970000880213
688,18.68793775594681
689,18.85465236769541
690,19.0198736153479
691,19.18363590429668
692,19.34597156414028
693,19.506912826079194
694,19.666499872466044
695,19.824758657188486
696,19.981719708713694
697,20.137406141586546
698,20.291853056785666
699,20.445100846407733
700,20.59717220910388
701,20.74807848322506
702,20.897859895956167
703,21.04654996079391
704,21.194178793292203
705,21.340764732345455
706,21.486327028854983
707,21.63088376878544
708,21.77445353566102
709,21.91706084141242
710,22.0587240610931
711,22.199459952969583
712,22.367194572150066
713,22.53364543494295
714,22.698838584307055
715,22.86282169370404
716,23.025560204839074
717,23.18699103848699
718,23.320558592896607
719,23.453420608688383
720,23.585598566686645
721,23.71705997692537
722,23.76937364658466
723,1.5866987521585452
724,1.9433046453647778
725,2.2439314035918945
726,2.5087843114437196
727,1.1218731033894693
728,3.1732518386326936
729,3.547744540245506
730,3.885990358163925
731,4.1968446951140574
732,4.486380294542865
733,4.758344566926232
734,5.015545342805084
735,4.6253223724905315
736,5.016363170364164
737,5.379279543483067
738,5.719309678718519
739,6.04010176608168
740,6.344584582050654
741,6.635351234662333
742,6.914029194409657
743,7.181796995626609
744,7.439768241444055
745,6.143881829245432
746,6.54068328489525
747,6.914587155075227
748,7.269089308723185
749,7.607371485763666
750,7.931367184943152
751,8.242511692696816
752,8.542159054329224
753,8.831518283152343
754,9.111695550638007
755,9.383659897805062
756,9.647979527785465
757,9.905132505788904
758,7.440681142445055
759,7.851715980665211
760,8.242566313497832
761,8.615849792174926
762,8.973491753736585
763,9.31724543768156
764,9.648624999666069
765,9.968978958673107
766,10.279501197365764
767,10.580934710426115
768,10.873906596679928
769,11.15907653718811
770,11.43711434347809
771,11.708639965708223
772,11.973984180272103
773,12.23338027127185
774,8.688535428375644
775,9.112744996747178
776,9.517945043722372
777,9.906415888498106
778,10.280075989858346
779,10.640587962813658
780,10.98941201892506
781,11.327522763830052
782,11.655739078996584
783,11.922222742946046
784,12.182856305965995
785,12.438112820180113
786,12.688210880767247
787,12.93328994083031
788,13.173726477452268
789,13.409890527581245
790,13.641935873876294
791,13.870079820517809
792,14.094519394751725
793,9.969987332984918
794,10.402148762172018
795,10.816910369358002
796,11.216301884009168
797,11.602072051139947
798,11.922821338737418
799,12.235078572896905
800,12.489206834462689
801,12.738244702074214
802,12.982585991132742
803,13.222389424229737
804,13.457744006044276
805,13.688971937637277
806,13.916394856142464
807,14.14013064626159
808,14.36036187075057
809,14.577254692542116
810,14.790940607705656
811,15.001552713325191
812,15.209225492331289
813,15.373295263290277
814,15.535622727429136
815,11.160430221356565
816,11.547946959191165
817,11.92299145544863
818,12.235330674227393
819,12.539808389694377
820,12.787882276228844
821,13.031213407700719
822,13.27016137318684
823,13.50485931207511
824,13.73537461508322
825,13.96200537009887
826,14.185051505902447
827,14.404615036151103
828,14.620862900066669
829,14.83394730052211
830,15.043987552678766
831,15.251105551280771
832,15.455425459117878
833,15.616908873630553
834,15.776729969300048
835,15.934928393496898
836,16.091551541875607
837,16.246622723560485
838,16.400189521106075
839,16.552303143598426
840,1.5865109472726056
841,1.943147822611942
842,2.2437295562924047
843,2.508489912986954
844,1.1216565273021404
845,2.9682897532531887
846,3.36557814846778
847,3.7205823834832397
848,4.044383239105811
849,4.3443480730725375
850,4.625061689929405
851,4.889468407141376
852,4.487310440150192
853,4.889668496271446
854,5.261559306278803
855,5.609032209206511
856,5.935958302394008
857,6.245585047215629
858,6.540850527279125
859,6.82340470318125
860,7.094580176189203
861,7.3556152571559
862,5.720076485209794
863,6.144521779827107
864,6.541240581708461
865,6.91499278219792
866,7.26983722984527
867,7.60822872041056
868,7.932063697694154
869,8.243037637946028
870,8.542590558670193
871,8.831964658422471
872,9.11227690464902
873,9.384238819565267
874,9.648442919384173
875,6.915387463586275
876,7.355932184708311
877,7.771826538925816
878,8.166664241895166
879,8.543147302840673
880,8.903577445366182
881,9.249857345808726
882,9.583589140143497
883,9.906191663495973
884,10.218637039190716
885,10.521733342626888
886,10.757953951733958
887,10.989090780106327
888,11.21556704229997
889,11.43753096829994
890,11.65508847303158
891,8.166614809069822
892,8.616568925710398
893,9.044044527694727
894,9.452053809290495
895,9.843040994608725
896,10.219026608742345
897,10.581755130081513
898,10.874807980637577
899,11.160097476127579
900,11.3830784254858
901,11.601767776253743
902,11.816507168341811
903,12.027385855414428
904,12.234458775377261
905,12.438020278942558
906,12.63833558316525
907,12.835485897622409
908,13.029635264251022
909,13.220935556648241
910,9.452216823136999
911,9.843321621334262
912,10.219349949482542
913,10.581973368978893
914,10.932666440073314
915,11.216554780444934
916,11.493364474379069
917,11.710001056321865
918,11.922695370689427
919,12.131755443061989
920,12.33724678036088
921,12.539203654705373
922,12.73789599650014
923,12.933567624078282
924,13.126284418733977
925,13.316194606372694
926,13.503435857270489
927,13.688108942948501
928,13.870307459336713
929,14.050125757360904
930,14.183454076126818
931,14.315526719669677
932,1.5871337655325202
933,1.9439203031321894
934,2.244443965753457
935,2.5087443516656447
936,3.1737856603514487
937,3.547689566679039
938,3.8856026976249107
939,4.196429763043072
940,4.485726039369799
941,4.757606603727245
942,5.014655623754583
943,4.758822031511198
944,5.139666348154549
945,5.494187053932785
946,5.827211662000661
947,6.14211981542738
948,6.441859397629392
949,6.728493099766694
950,7.003346837477861
951,7.267654458945143
952,7.522545985533172
953,6.344662592741449
954,6.729303118138616
955,7.092952151752668
956,7.439127047487661
957,7.770099458000318
958,8.08743733342297
959,8.392600253064973
960,8.686907767102742
961,8.97157067905359
962,9.247635991683195
963,9.515727987708607
964,9.776360011050427
965,10.030091227178177
966,7.9306915114331415
967,8.317741090911511
968,8.68776271354972
969,9.042534055485984
970,9.383712292133117
971,9.712766213275676
972,10.031028551512918
973,10.339666445601308
974,10.639383691851334
975,10.930769303057874
976,11.214449867306243
977,11.491084925420905
978,11.761269501382518
979,12.025358653583682
980,12.283577084480317
981,12.536379854206096
982,12.78424449846311
983,13.027389396419126
984,13.26606076679793
985,13.500473577149618
986,13.730816231531056
987,13.957299997383195
988,14.180135992129072
989,14.399514671541965
990,14.615605655252665
991,14.828533799176325
992,15.038420435502614
993,15.245356189793537
994,15.44946505673909
995,15.650873922914085
996,15.849695850543197
997,16.0460147613533
998,16.239923714340243
999,16.431520222425878
1000,16.62088326366653
1001,16.80807669256915
1002,16.993167490717564
1003,17.176218315465746
1004,17.35728990281997
1005,17.536450234159126
1006,17.713749747706338
1007,17.88924261863775
1008,18.062973443547126
1009,18.23499899836462
1010,18.40538076261911
1011,18.574159462546124
1012,18.741362323332318
1013,18.907047717986423
1014,19.071265677867203
1015,19.234061663773133
1016,19.395467427287876
1017,19.555515091399165
1018,19.714234902636996
1019,19.871657096875808
1020,20.027817871439442
1021,20.18274618780354
1022,20.336468777582095
1023,20.489006759967122
1024,20.640384827308736
1025,20.790626645633367
1026,20.939776059506624
1027,21.08779412296663
1028,21.234609808963135
1029,21.380377850256384
1030,21.525218831749132
1031,21.66916174624952
1032,21.812176610157103
1033,21.869047520548474
1034,9.316839422621555
1035,9.713494233473423
1036,10.094386045256341
1037,10.461265119727026
1038,10.81568628626366
1039,11.159021621139743
1040,11.492134024584118
1041,11.815747973060944
1042,12.13058926476693
1043,12.437427602078753
1044,12.736944830626364
1045,13.029541262104745
1046,13.31550096095839
1047,13.595342548606942
1048,13.869599626677925
1049,14.138516697013623
1050,14.402387607826162
1051,14.661475903746748
1052,14.916007413730947
1053,15.166216277963851
1054,15.412331398237749
1055,15.614407504627314
1056,15.813906041190103
1057,16.01090587686232
1058,16.205486058713507
1059,16.397700188712808
1060,16.58763556576942
1061,16.775384786811752
1062,16.961029918319927
1063,17.144627854351775
1064,17.326245815550912
1065,17.50595687085951
1066,17.683818224517406
1067,17.859874189957768
1068,18.034173195442015
1069,18.206760685118063
1070,18.377681284464586
1071,18.546987385647746
1072,18.714715655961726
1073,18.88090705348399
1074,19.045594164873282
1075,19.208821769143853
1076,19.37063974581132
1077,19.531078843204245
1078,19.690157457592477
1079,19.847924081544228
1080,20.004419748954742
1081,20.15968157127334
1082,20.313733968837496
1083,20.46660205355992
1084,20.618309461498214
1085,20.76888011384779
1086,20.918343918218678
1087,21.066724127863914
1088,21.214042103640942
1089,21.389505731595793
1090,21.563504845178336
1091,21.736072319288066
1092,21.90726328710878
1093,22.077046763239633
1094,22.24536191057914
1095,22.384548865296427
1096,22.522933084992363
1097,22.66053922389852
1098,22.797335672507256
1099,22.851754943975056
1100,10.64061262977067
1101,11.046359558422566
1102,11.437684795944413
1103,11.816208674675991
1104,12.183009834110319
1105,12.53899118105811
1106,12.83610504310401
1107,13.126461798725021
1108,13.410598605905744
1109,13.688803246440242
1110,13.961266140122035
1111,14.228412528473108
1112,14.490692724354158
1113,14.748289191038083
1114,15.001438144292175
1115,15.250352496216477
1116,15.495213803233602
1117,15.736215807899306
1118,15.973550922442179
1119,16.168614355875775
1120,16.36135664637626
1121,16.55184197074385
1122,16.740135682104814
1123,16.92627940204681
1124,17.110348192581768
1125,17.292423053880793
1126,17.47257551040047
1127,17.650853297075233
1128,17.82731473641065
1129,18.002024370560836
1130,18.175031810664574
1131,18.34637455388652
1132,18.516094483575085
1133,18.684230935166095
1134,18.850822775648222
1135,19.015916753087314
1136,19.179544570469094
1137,19.34174237233088
1138,19.502538371557517
1139,19.66197290767925
1140,19.82009152512631
1141,19.976921277723644
1142,20.132477312330998
1143,20.286804367816988
1144,20.439940061128127
1145,20.591918326805846
1146,20.742760814446626
1147,20.892489971430532
1148,21.04112691347995
1149,21.188693142481178
1150,21.3352161310683
1151,21.48071692810253
1152,21.625214816025746
1153,21.797368831088125
1154,21.96813767236815
1155,22.137551141347355
1156,22.30566104139846
1157,22.4724347292427
1158,22.63781028570024
1159,22.774598902784394
1160,22.910627257246354
1161,23.04591859278003
1162,23.180440870227677
1163,23.233962832837012
1164,11.975138558339506
1165,12.388045868907746
1166,12.738391536415556
1167,13.079265560998447
1168,13.364373475170382
1169,13.643492334395251
1170,13.917077164203183
1171,14.185352104240025
1172,14.44845425931301
1173,14.706753538429636
1174,14.960650071513362
1175,15.210289524522839
1176,15.455873260128604
1177,15.697583305166408
1178,15.935574032499815
1179,16.170014084930195
1180,16.40107299182391
1181,16.591110731677006
1182,16.779000428132647
1183,16.964796952558984
1184,17.148556926318545
1185,17.330314348019144
1186,17.51013635877197
1187,17.688096397083495
1188,17.864259097733743
1189,18.038666229633375
1190,18.211370268137454
1191,18.38243011385028
1192,18.551890359414976
1193,18.719784000179892
1194,18.886148570708393
1195,19.05101933577436
1196,19.214431311127125
1197,19.37642744323818
1198,19.53703610219367
1199,19.696290182761313
1200,19.85421494672479
1201,20.010847710728093
1202,20.16623105140726
1203,20.320389508492706
1204,20.47333602687343
1205,20.625112753723332
1206,20.775754948173912
1207,20.925294350863094
1208,21.07375070640883
1209,21.221144624747105
1210,21.367495480848692
1211,21.512823101279352
1212,21.657153262481277
1213,21.800505480457325
1214,21.942897590989904
1215,22.112578458599963
1216,22.280931538255963
1217,22.447984480975006
1218,22.613786735718218
1219,22.778304546601852
1220,22.941475306143918
1221,23.076463969290362
1222,23.210723274429352
1223,23.344275462115533
1224,23.477088223940978
1225,23.529935427969292
1226,13.031356940916723
1227,13.364760794848454
1228,13.643904163071918
1229,13.917418025191628
1230,14.185720891974535
1231,14.449008748356592
1232,14.707395046885877
1233,14.961224460138038
1234,15.210873986161358
1235,15.456472542663693
1236,15.698205422374114
1237,15.93624033781028
1238,16.170719015614303
1239,16.401798331889864
1240,16.629637025295647
1241,16.817092110396416
1242,17.002484716875337
1243,17.18586530482409
1244,17.367286338244416
1245,17.54677819365207
1246,17.724404203423894
1247,17.90023415248833
1248,18.074329342470662
1249,18.24672866380538
1250,18.417481753923553
1251,18.586644762807293
1252,18.75425983876075
1253,18.920357786188855
1254,19.084974014623146
1255,19.24814179612279
1256,19.409894256710682
1257,19.57027246851628
1258,19.72930316246591
1259,19.887017629033917
1260,20.043439674046382
1261,20.19860511339981
1262,20.35255504497298
1263,20.505312761269533
1264,20.65689011822378
1265,20.807327964515945
1266,20.956660378578995
1267,21.104918001958673
1268,21.252119627996407
1269,21.398284947253064
1270,21.543432462838428
1271,21.687581160788806
1272,21.830755963091676
1273,21.972975614602696
1274,22.114257222897308
1275,22.282633227141922
1276,22.449711073457195
1277,22.615517326709444
1278,22.780100238102257
1279,22.943425506786998
1280,23.10543020231264
1281,23.23946653098321
1282,23.37278952010885
1283,23.50542089803788
1284,23.637328231724553
1285,23.689817972954906
1286,1.5867708359684332
1287,1.9433574835316096
1288,2.2439719126323485
1289,2.5084521284390253
1290,3.1732956792653546
1291,3.5474267989717014
1292,3.8854629873251567
1293,4.196537451069696
1294,4.486107722499774
1295,4.758047445974404
1296,5.015249685306963
1297,4.758909525539868
1298,5.1400359970396
1299,5.494890892137193
1300,5.8280488166676925
1301,6.143051199200222
1302,6.4429194701418275
1303,6.729570989410524
1304,7.004393959517141
1305,7.268664165155169
1306,7.523534312186847
1307,6.345381223903584
1308,6.730144242650962
1309,7.093869623794436
1310,7.440122886327329
1311,7.771094760550942
1312,8.088407013547021
1313,8.393557704053826
1314,8.68786771165262
1315,8.972531779197002
1316,9.248589314000924
1317,9.516661213996104
1318,9.77726864197238
1319,10.031001879328972
1320,7.68978361356631
1321,8.08846267501281
1322,8.46854163416507
1323,8.832150627986966
1324,9.181197832887472
1325,9.51731559205269
1326,9.84194461108065
1327,10.156351590808596
1328,10.461334169489657
1329,10.757563776034884
1330,11.045737789902185
1331,11.326558130461422
1332,11.600671740049558
1333,11.868430077398582
1334,12.130083617867522
1335,12.38612174220985
1336,8.97359750038329
1337,9.384807367133057
1338,9.778568806228627
1339,10.156933352527506
1340,10.521665531134998
1341,10.874305054704212
1342,11.215886339433894
1343,11.547276231859733
1344,11.816206261396974
1345,12.079127593365188
1346,12.336530570742223
1347,12.588646936283562
1348,12.835627189514284
1349,13.077859391669408
1350,13.315723834141204
1351,13.549381976378388
1352,13.779058460654975
1353,14.004956803730215
1354,14.227240997887046
