Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (52 parents),Rupture Rate Minimization,Uncertain MFD Equality
1874396775,4478911,9529499,423950,1183,2734.5105,2734.5105,0.0,0.0,1555.6794,769.3546,16.353035,0.49983484,392.62363
1886551706,4510139,9555845,424856,1198,2734.3308,2734.3308,0.0,0.0,1555.605,769.2338,16.361004,0.49968988,392.63138
1898454597,4541362,9581731,425735,1196,2734.1099,2734.1099,0.0,0.0,1555.3992,769.2379,16.364742,0.49944013,392.60855
1911782080,4572564,9608387,426638,1215,2734.073,2734.073,0.0,0.0,1555.3857,769.24817,16.356657,0.4993705,392.58304
1927347121,4603798,9637335,427641,1183,2733.9495,2733.9495,0.0,0.0,1555.5339,769.11127,16.326746,0.4994552,392.4779
1939428278,4635003,9663631,428512,1172,2733.7585,2733.7585,0.0,0.0,1555.3647,769.05963,16.331512,0.5005871,392.50217
1952452803,4666218,9691445,429496,1158,2733.74,2733.74,0.0,0.0,1555.3438,769.00385,16.3155,0.501409,392.57535
1965689151,4697410,9717572,430408,1184,2733.6284,2733.6284,0.0,0.0,1555.2585,768.9457,16.310755,0.5017313,392.61172
1978157607,4728641,9743616,431277,1162,2733.5576,2733.5576,0.0,0.0,1555.3047,768.8803,16.28736,0.5017638,392.58347
1991079759,4759825,9770081,432179,1179,2733.3672,2733.3672,0.0,0.0,1555.347,768.6946,16.275177,0.50215477,392.54813
2003803752,4790966,9796071,433026,1165,2733.2148,2733.2148,0.0,0.0,1555.2518,768.6567,16.26921,0.5020917,392.53497
2015830762,4822147,9821289,433900,1165,2733.0808,2733.0808,0.0,0.0,1555.2223,768.55975,16.244268,0.5026355,392.55188
2029440858,4853307,9847258,434801,1172,2732.9592,2732.9592,0.0,0.0,1555.1782,768.4688,16.244493,0.5025755,392.56512
2042720472,4884526,9875439,435726,1155,2732.882,2732.882,0.0,0.0,1555.2043,768.2831,16.248331,0.50277436,392.64352
2055336163,4915753,9902231,436645,1155,2732.7478,2732.7478,0.0,0.0,1555.1477,768.157,16.22737,0.5029579,392.71283
2066941772,4946947,9927748,437476,1176,2732.5725,2732.5725,0.0,0.0,1555.1324,768.02954,16.194294,0.50324273,392.71307
2080539424,4978100,9955382,438458,1148,2732.4705,2732.4705,0.0,0.0,1555.1215,767.9596,16.195036,0.5037659,392.69055
