Iteration,Time (ms),# Perturbations,# Worse Values Kept,# Non-Zero,Total Energy,Equality Energy,Entropy Energy,Inequality Energy,Uncertain Slip Rate,Paleoseismic Event Rate,Laplacian Smoothing (43 parents),Rupture Rate Minimization,Uncertain MFD Equality
2356980118,5665041,7859680,323361,903,6023.6367,6023.6367,0.0,0.0,3376.48,1469.5117,15.36374,0.570192,1161.7112
2370744055,5696246,7876428,323807,907,6023.4766,6023.4766,0.0,0.0,3376.3806,1469.3763,15.37396,0.5703599,1161.7753
2383867993,5727437,7892729,324239,903,6023.4863,6023.4863,0.0,0.0,3376.4539,1469.3188,15.386126,0.5703119,1161.7571
2396852555,5758669,7908854,324729,885,6023.3877,6023.3877,0.0,0.0,3376.4656,1469.4513,15.387001,0.57010543,1161.514
2408066862,5789878,7924346,325115,903,6023.227,6023.227,0.0,0.0,3376.4495,1469.3195,15.375498,0.57007194,1161.5126
2419480445,5821097,7939449,325520,890,6023.1396,6023.1396,0.0,0.0,3376.4473,1469.2336,15.374892,0.5702052,1161.5135
2431624858,5852304,7955062,325969,908,6023.083,6023.083,0.0,0.0,3376.495,1469.2605,15.350281,0.5702299,1161.4069
2442395730,5883488,7969745,326372,901,6022.9634,6022.9634,0.0,0.0,3376.5525,1469.0704,15.334934,0.5702598,1161.4353
2454574039,5914589,7984794,326786,902,6022.8857,6022.8857,0.0,0.0,3376.4402,1469.022,15.333482,0.56997573,1161.5199
2465766809,5945784,7999174,327184,905,6022.8384,6022.8384,0.0,0.0,3376.404,1468.9491,15.331476,0.56984884,1161.5842
2477268761,5977009,8013544,327572,900,6022.8057,6022.8057,0.0,0.0,3376.4011,1468.8483,15.326654,0.5696679,1161.66
2490223467,6008193,8030112,328044,906,6022.756,6022.756,0.0,0.0,3376.4133,1469.0354,15.3179655,0.56955844,1161.4198
2503126045,6039361,8045489,328484,903,6022.6587,6022.6587,0.0,0.0,3376.391,1469.0121,15.309407,0.56966704,1161.3763
2516103278,6070606,8060298,328895,899,6022.6494,6022.6494,0.0,0.0,3376.4443,1468.8641,15.301981,0.5697127,1161.4692
2529338697,6101766,8075339,329275,894,6022.629,6022.629,0.0,0.0,3376.5007,1468.7637,15.313004,0.56966835,1161.4817
2540241312,6133009,8089529,329654,900,6022.542,6022.542,0.0,0.0,3376.5315,1468.8165,15.297761,0.5697011,1161.3265
2552314541,6164248,8104733,330108,899,6022.395,6022.395,0.0,0.0,3376.4702,1468.8652,15.300565,0.5698166,1161.1891
2565070998,6195484,8120942,330583,896,6022.359,6022.359,0.0,0.0,3376.4424,1468.7924,15.283205,0.5698152,1161.2711
2579809897,6226709,8137745,331027,909,6022.3696,6022.3696,0.0,0.0,3376.428,1468.875,15.293471,0.5698546,1161.2031
2593136798,6258496,8153510,331472,894,6022.3115,6022.3115,0.0,0.0,3376.4258,1468.8501,15.28836,0.5695671,1161.1779
2604055764,6289637,8167886,331850,893,6022.227,6022.227,0.0,0.0,3376.3828,1468.8177,15.281834,0.5697149,1161.1752
2615019910,6320844,8181308,332220,885,6022.25,6022.25,0.0,0.0,3376.339,1468.889,15.269382,0.5698748,1161.1824
