Rupture Index,Magnitude,Average Rake (degrees),Area (m^2),Length (m)
3755,9.463927773080043,0.0,2.9102737091331866E11,1938219.0591118285
3756,9.470517799831303,0.0,2.9547712865944446E11,1967842.75349431
3757,9.477005982776497,0.0,2.99924580577279E11,1997447.0101147052
3758,9.483391267681025,0.0,3.043668517735814E11,2027001.387185639
3759,9.489682332084495,0.0,3.0880791531318066E11,2056550.3699025179
3760,9.495886128508007,0.0,3.132508274673452E11,2086119.2682046997
3761,9.502005519375059,0.0,3.1769591055276105E11,2115707.057515626
3762,9.508040800528915,0.0,3.2214167491547296E11,2145301.43126893
3763,9.510428555979868,0.0,3.2391769287932886E11,2174890.564364311
3764,8.811112181279665,0.0,6.473177558195306E10,359314.769616786
3765,8.845871612588725,0.0,7.012566451535732E10,389272.35161037906
3766,8.878056832055194,0.0,7.552004583364297E10,419236.04568266915
3767,8.9080104497326,0.0,8.09125513753807E10,449193.64416653075
3768,8.936018323388739,0.0,8.630258426278476E10,479128.8705872432
3769,8.962325865669413,0.0,9.169198443068883E10,509056.06461683183
3770,8.98713602485303,0.0,9.708263574574121E10,538975.6089057478
3771,9.010602152666792,0.0,1.0247258985675089E11,568886.620948517
3772,9.032849068162452,0.0,1.0785856867515688E11,598778.3398822235
3773,9.054003889327964,0.0,1.1324251274180185E11,628654.9463763054
3774,9.074180332500532,0.0,1.1862765977100777E11,658547.4649368013
3775,9.093459399995858,0.0,1.2401238269114941E11,688445.9422852793
3776,9.111917101539806,0.0,1.2939657282822702E11,718339.7694159871
3777,9.129619899595557,0.0,1.3478004329639362E11,748217.622209586
3778,9.146625489676335,0.0,1.4016229517164505E11,778073.7088647133
3779,9.162986878485668,0.0,1.4554343060452457E11,807914.2453208484
3780,9.178752141797752,0.0,1.5092385449662418E11,837747.8160329751
3781,9.19146278686667,0.0,1.554062738063092E11,867586.3594307391
3782,9.203812251301972,0.0,1.5988879356629074E11,897435.4270791586
3783,9.21581944550957,0.0,1.6437101354500616E11,927289.5370597217
3784,9.227502090265922,0.0,1.6885265385667114E11,957139.7123623622
3785,9.238875319435323,0.0,1.733329516620998E11,986977.760263286
3786,9.249955306470365,0.0,1.778120266498394E11,1016804.8919572623
3787,9.26075758706429,0.0,1.8229024327771503E11,1046625.8777657027
3788,9.271296226380816,0.0,1.8676783114589536E11,1076442.8279861175
3789,9.281583114905544,0.0,1.912445094006843E11,1106252.7331724288
3790,9.291630070012387,0.0,1.9572033107760916E11,1136057.4087727335
3791,9.30144860780567,0.0,2.0019558262985373E11,1165858.8526743094
3792,9.311048806563596,0.0,2.0467024047484937E11,1195655.2468927794
3793,9.320439558145345,0.0,2.0914402501273563E11,1225445.8067191024
3794,9.329629534999786,0.0,2.1361682158373907E11,1255228.4981784057
3795,9.338626840798804,0.0,2.1808849960855844E11,1285004.0892689235
3796,9.347439158642981,0.0,2.225589646442221E11,1314773.6206029847
3797,9.356074214548702,0.0,2.270283839751443E11,1344539.864058457
3798,9.364538600977397,0.0,2.3149656625888892E11,1374299.0428872139
3799,9.372838834410235,0.0,2.359634820129369E11,1404046.8391739402
3800,9.380980740196593,0.0,2.4042892302642575E11,1433779.3334365971
3801,9.388970491937695,0.0,2.448930565039847E11,1463500.1020998636
3802,9.396814255801978,0.0,2.4935624205152072E11,1493215.2328766107
3803,9.4045170365104,0.0,2.5381835989759106E11,1522923.7516195271
3804,9.41208305555832,0.0,2.5827897900358887E11,1552621.106997855
3805,9.419517780546503,0.0,2.6273854720233008E11,1582310.5836140953
3806,9.42682612535772,0.0,2.6719735030867004E11,1611996.4922210295
3807,9.434012640243019,0.0,2.7165560488007773E11,1641680.348505176
3808,9.441081129262859,0.0,2.7611319847026495E11,1671360.4823953372
3809,9.448035290201183,0.0,2.805700667477057E11,1701035.2021438412
3810,9.454878623155368,0.0,2.8502612992925446E11,1730703.6846993517
3811,9.461614518552725,0.0,2.894813430659754E11,1760364.9461067535
3812,9.468246514856144,0.0,2.9393586648596295E11,1790021.293253057
3813,9.474777739752914,0.0,2.9838969098989526E11,1819673.5079290895
3814,9.481211134700487,0.0,3.028427748198568E11,1849320.702721232
3815,9.488808405516892,0.0,3.0818712826717957E11,1878960.8666690218
3816,9.496273484591509,0.0,3.1353034719929596E11,1908593.717937039
3817,9.503610769443974,0.0,3.1887236025872437E11,1938219.0591118285
3818,9.510825427952767,0.0,3.242138346866571E11,1967842.75349431
3819,9.517918858775824,0.0,3.2955278154427234E11,1997447.0101147052
3820,9.524891173670007,0.0,3.348862406643034E11,2027001.387185639
3821,9.53061266995087,0.0,3.3932730420390265E11,2056550.3699025179
3822,9.536262104305182,0.0,3.437702163580672E11,2086119.2682046997
3823,9.541841699319075,0.0,3.4821529944348303E11,2115707.057515626
3824,9.547351357755836,0.0,3.5266106380619495E11,2145301.43126893
3825,9.549532994272367,0.0,3.5443708177005084E11,2174890.564364311
3826,8.940579627643556,0.0,8.721377996787863E10,419236.04568266915
3827,8.970831789131605,0.0,9.350553187211836E10,449193.64416653075
3828,8.995171272152822,0.0,9.889556475952242E10,479128.8705872432
3829,9.01821613108121,0.0,1.0428496492742648E11,509056.06461683183
3830,9.040104490662994,0.0,1.0967561624247887E11,538975.6089057478
3831,9.06093977876193,0.0,1.1506557035348854E11,568886.620948517
3832,9.080806752204609,0.0,1.2045154917189453E11,598778.3398822235
3833,9.099797496903532,0.0,1.258354932385395E11,628654.9463763054
3834,9.117996473434882,0.0,1.3122064026774542E11,658547.4649368013
3835,9.135462051842179,0.0,1.3660536318788707E11,688445.9422852793
3836,9.152250675909624,0.0,1.4198955332496463E11,718339.7694159871
3837,9.168412259449118,0.0,1.4737302379313126E11,748217.622209586
3838,9.183990466004076,0.0,1.527552756683827E11,778073.7088647133
3839,9.199026109312973,0.0,1.581364111012622E11,807914.2453208484
3840,9.21355668730886,0.0,1.6351683499336182E11,837747.8160329751
3841,9.225301555908183,0.0,1.6799925430304684E11,867586.3594307391
3842,9.236737399657907,0.0,1.7248177406302838E11,897435.4270791586
3843,9.247879088499225,0.0,1.769639940417438E11,927289.5370597217
3844,9.25874068815498,0.0,1.8144563435340878E11,957139.7123623622
3845,9.26933412056305,0.0,1.8592593215883743E11,986977.760263286
3846,9.279672506537558,0.0,1.9040500714657703E11,1016804.8919572623
3847,9.289768585490854,0.0,1.9488322377445267E11,1046625.8777657027
3848,9.299633912489538,0.0,1.99360811642633E11,1076442.8279861175
3849,9.309278171379242,0.0,2.0383748989742194E11,1106252.7331724288
3850,9.318711121217323,0.0,2.083133115743468E11,1136057.4087727335
3851,9.327942369951314,0.0,2.1278856312659137E11,1165858.8526743094
3852,9.336980291708747,0.0,2.17263220971587E11,1195655.2468927794
3853,9.345832246351604,0.0,2.2173700550947327E11,1225445.8067191024
3854,9.354505478273417,0.0,2.262098020804767E11,1255228.4981784057
3855,9.363006778357242,0.0,2.3068148010529608E11,1285004.0892689235
3856,9.371342615341321,0.0,2.3515194514095975E11,1314773.6206029847
3857,9.37951956758674,0.0,2.3962136447188193E11,1344539.864058457
3858,9.387543202809557,0.0,2.4408954675562656E11,1374299.0428872139
3859,9.39541907246206,0.0,2.4855646250967453E11,1404046.8391739402
3860,9.403152123205944,0.0,2.530219035231634E11,1433779.3334365971
3861,9.410747679118163,0.0,2.5748603700072235E11,1463500.1020998636
3862,9.418211101642672,0.0,2.6194922254825836E11,1493215.2328766107
3863,9.425546687287934,0.0,2.664113403943287E11,1522923.7516195271
3864,9.432758021139449,0.0,2.708719595003265E11,1552621.106997855
3865,9.439849908300305,0.0,2.7533152769906775E11,1582310.5836140953
3866,9.446826657823294,0.0,2.797903308054077E11,1611996.4922210295
3867,9.453692260456425,0.0,2.8424858537681537E11,1641680.348505176
3868,9.460450019818072,0.0,2.887061789670026E11,1671360.4823953372
3869,9.467103160829485,0.0,2.9316304724444336E11,1701035.2021438412
3870,9.473654740558622,0.0,2.976191104259921E11,1730703.6846993517
3871,9.480107730777254,0.0,3.020743235627131E11,1760364.9461067535
3872,9.486465263681811,0.0,3.065288469827006E11,1790021.293253057
3873,9.492730095164223,0.0,3.1098267148663293E11,1819673.5079290895
3874,9.498904818270903,0.0,3.154357553165945E11,1849320.702721232
3875,9.506201320488707,0.0,3.2078010876391724E11,1878960.8666690218
3876,9.513375747350398,0.0,3.261233276960336E11,1908593.717937039
3877,9.52043199806771,0.0,3.3146534075546204E11,1938219.0591118285
3878,9.527374737422889,0.0,3.368068151833948E11,1967842.75349431
3879,9.534205024125134,0.0,3.4214576204101E11,1997447.0101147052
3880,9.540922691072165,0.0,3.474792211610411E11,2027001.387185639
3881,9.546438145846125,0.0,3.519202847006403E11,2056550.3699025179
3882,9.551886685730393,0.0,3.563631968548049E11,2086119.2682046997
3883,9.557270328825446,0.0,3.608082799402207E11,2115707.057515626
3884,9.562588861006592,0.0,3.652540443029326E11,2145301.43126893
3885,9.564695462668451,0.0,3.670300622667885E11,2174890.564364311
3886,9.036586459282654,0.0,1.0879076934462886E11,479128.8705872432
3887,9.057585071407035,0.0,1.1418016951253293E11,509056.06461683183
3888,9.077619576340616,0.0,1.1957082082758531E11,538975.6089057478
3889,9.09676805430059,0.0,1.2496077493859499E11,568886.620948517
3890,9.115094543843806,0.0,1.3034675375700098E11,598778.3398822235
3891,9.132672386570531,0.0,1.3573069782364595E11,628654.9463763054
3892,9.149570066113409,0.0,1.411158448528519E11,658547.4649368013
3893,9.165833575696055,0.0,1.4650056777299353E11,688445.9422852793
3894,9.181508443770118,0.0,1.518847579100711E11,718339.7694159871
3895,9.196635228187006,0.0,1.5726822837823773E11,748217.622209586
3896,9.211249567418776,0.0,1.6265048025348917E11,778073.7088647133
3897,9.225385205095845,0.0,1.6803161568636868E11,807914.2453208484
3898,9.239073432798254,0.0,1.734120395784683E11,837747.8160329751
3899,9.25015659505296,0.0,1.7789445888815332E11,867586.3594307391
3900,9.260964178989237,0.0,1.8237697864813486E11,897435.4270791586
3901,9.27150863258488,0.0,1.8685919862685028E11,927289.5370597217
3902,9.281801812988824,0.0,1.9134083893851526E11,957139.7123623622
3903,9.291853695352845,0.0,1.958211367439439E11,986977.760263286
3904,9.3016755255053,0.0,2.003002117316835E11,1016804.8919572623
3905,9.311278312012615,0.0,2.0477842835955914E11,1046625.8777657027
3906,9.320672049106609,0.0,2.0925601622773947E11,1076442.8279861175
3907,9.32986504670179,0.0,2.137326944825284E11,1106252.7331724288
3908,9.338865771927761,0.0,2.1820851615945328E11,1136057.4087727335
3909,9.347682626849723,0.0,2.2268376771169785E11,1165858.8526743094
3910,9.356322906404015,0.0,2.2715842555669348E11,1195655.2468927794
3911,9.364792998063777,0.0,2.3163221009457974E11,1225445.8067191024
3912,9.373099234376815,0.0,2.361050066655832E11,1255228.4981784057
3913,9.381247564554082,0.0,2.4057668469040256E11,1285004.0892689235
3914,9.389243675330876,0.0,2.4504714972606622E11,1314773.6206029847
3915,9.39709340133711,0.0,2.495165690569884E11,1344539.864058457
3916,9.404801646062388,0.0,2.5398475134073303E11,1374299.0428872139
3917,9.412373332147233,0.0,2.58451667094781E11,1404046.8391739402
3918,9.419812832762847,0.0,2.6291710810826987E11,1433779.3334365971
3919,9.427124913534739,0.0,2.6738124158582883E11,1463500.1020998636
3920,9.434314404254568,0.0,2.7184442713336484E11,1493215.2328766107
3921,9.441385134444708,0.0,2.763065449794351E11,1522923.7516195271
3922,9.448340269774981,0.0,2.807671640854329E11,1552621.106997855
3923,9.455184173231462,0.0,2.8522673228417426E11,1582310.5836140953
3924,9.461920749825149,0.0,2.896855353905142E11,1611996.4922210295
3925,9.468553615844389,0.0,2.941437899619219E11,1641680.348505176
3926,9.4750857403827,0.0,2.9860138355210913E11,1671360.4823953372
3927,9.481520031276915,0.0,3.0305825182954987E11,1701035.2021438412
3928,9.487859247837523,0.0,3.0751431501109863E11,1730703.6846993517
3929,9.494106079663794,0.0,3.119695281478196E11,1760364.9461067535
3930,9.50026338381807,0.0,3.164240515678071E11,1790021.293253057
3931,9.506333664374438,0.0,3.2087787607173944E11,1819673.5079290895
3932,9.512319277986022,0.0,3.25330959901701E11,1849320.702721232
3933,9.519395649300609,0.0,3.3067531334902374E11,1878960.8666690218
3934,9.526357098320313,0.0,3.3601853228114014E11,1908593.717937039
3935,9.533207183876879,0.0,3.4136054534056854E11,1938219.0591118285
3936,9.539950224451914,0.0,3.467020197685013E11,1967842.75349431
3937,9.546587050168792,0.0,3.520409666261165E11,1997447.0101147052
3938,9.553117308637429,0.0,3.573744257461476E11,2027001.387185639
3939,9.55848098719956,0.0,3.618154892857468E11,2056550.3699025179
3940,9.563781421857936,0.0,3.662584014399114E11,2086119.2682046997
3941,9.569020488793019,0.0,3.707034845253272E11,2115707.057515626
3942,9.574197895989965,0.0,3.751492488880391E11,2145301.43126893
3943,9.576249063429461,0.0,3.76925266851895E11,2174890.564364311
3944,9.096794050536921,0.0,1.2496825514109624E11,538975.6089057478
3945,9.115132709997123,0.0,1.3035820925210591E11,568886.620948517
3946,9.13271554881928,0.0,1.357441880705119E11,598778.3398822235
3947,9.149607879454265,0.0,1.4112813213715686E11,628654.9463763054
3948,9.165871256385437,0.0,1.465132791663628E11,658547.4649368013
3949,9.181546312057073,0.0,1.5189800208650443E11,688445.9422852793
3950,9.19667378743765,0.0,1.57282192223582E11,718339.7694159871
3951,9.211290104244195,0.0,1.6266566269174863E11,748217.622209586
3952,9.22542732908992,0.0,1.6804791456700006E11,778073.7088647133
3953,9.239116031695467,0.0,1.7342904999987958E11,807914.2453208484
3954,9.252384697191372,0.0,1.788094738919792E11,837747.8160329751
3955,9.263137416914818,0.0,1.832918932016642E11,867586.3594307391
3956,9.27363056117182,0.0,1.8777441296164575E11,897435.4270791586
3957,9.283875468969477,0.0,1.9225663294036118E11,927289.5370597217
3958,9.293882981097592,0.0,1.9673827325202615E11,957139.7123623622
3959,9.303662175483389,0.0,2.012185710574548E11,986977.760263286
3960,9.313223426077927,0.0,2.056976460451944E11,1016804.8919572623
3961,9.322576932605822,0.0,2.1017586267307004E11,1046625.8777657027
3962,9.331731957908854,0.0,2.1465345054125037E11,1076442.8279861175
3963,9.340696167825723,0.0,2.191301287960393E11,1106252.7331724288
3964,9.349477420652091,0.0,2.2360595047296417E11,1136057.4087727335
3965,9.358083547649684,0.0,2.2808120202520874E11,1165858.8526743094
3966,9.366521332379229,0.0,2.3255585987020438E11,1195655.2468927794
3967,9.374796700981953,0.0,2.3702964440809064E11,1225445.8067191024
3968,9.382915551714067,0.0,2.415024409790941E11,1255228.4981784057
3969,9.39088343189315,0.0,2.4597411900391345E11,1285004.0892689235
3970,9.398705653806001,0.0,2.5044458403957712E11,1314773.6206029847
3971,9.406387694469146,0.0,2.549140033704993E11,1344539.864058457
3972,9.41393413803154,0.0,2.5938218565424393E11,1374299.0428872139
3973,9.42134960377538,0.0,2.638491014082919E11,1404046.8391739402
3974,9.42863818795448,0.0,2.6831454242178076E11,1433779.3334365971
3975,9.435804385231464,0.0,2.7277867589933972E11,1463500.1020998636
3976,9.442852766585872,0.0,2.772418614468757E11,1493215.2328766107
3977,9.449786934567395,0.0,2.81703979292946E11,1522923.7516195271
3978,9.456609851117543,0.0,2.861645983989438E11,1552621.106997855
3979,9.463325662600454,0.0,2.906241665976851E11,1582310.5836140953
3980,9.469938075954673,0.0,2.950829697040251E11,1611996.4922210295
3981,9.476450523689085,0.0,2.9954122427543274E11,1641680.348505176
3982,9.48286581088588,0.0,3.0399881786562E11,1671360.4823953372
3983,9.489186689602255,0.0,3.084556861430607E11,1701035.2021438412
3984,9.49541577265228,0.0,3.129117493246095E11,1730703.6846993517
3985,9.501555610551014,0.0,3.1736696246133044E11,1760364.9461067535
3986,9.507608924308894,0.0,3.21821485881318E11,1790021.293253057
3987,9.513578093484714,0.0,3.262753103852503E11,1819673.5079290895
3988,9.519465357714656,0.0,3.3072839421521185E11,1849320.702721232
3989,9.526427164442582,0.0,3.360727476625346E11,1878960.8666690218
3990,9.533277687527058,0.0,3.41415966594651E11,1908593.717937039
3991,9.540020316577259,0.0,3.467579796540794E11,1938219.0591118285
3992,9.546659197003379,0.0,3.5209945408201215E11,1967842.75349431
3993,9.553195046589838,0.0,3.574384009396274E11,1997447.0101147052
3994,9.559627422699576,0.0,3.6277186005965845E11,2027001.387185639
3995,9.5649117822866,0.0,3.672129235992577E11,2056550.3699025179
3996,9.570134775742348,0.0,3.7165583575342224E11,2086119.2682046997
3997,9.575298207945819,0.0,3.761009188388381E11,2115707.057515626
3998,9.58040174888584,0.0,3.8054668320155E11,2145301.43126893
3999,9.58242389148298,0.0,3.823227011654059E11,2174890.564364311
4000,7.254431283292014,0.0,1.7965317401517577E9,59884.38970008599
4001,7.430519340824114,0.0,2.694778957240938E9,89825.96101482524
4002,7.55542146342859,0.0,3.592736851156198E9,119757.8918080301
4003,7.652351074597528,0.0,4.491124840019057E9,149704.1554180807
4004,7.856650569376206,0.0,7.188774302798814E9,119757.8918080301
4005,7.953561055690425,0.0,8.98597989664975E9,149704.1554180807
4006,8.03273862293338,0.0,1.07830867160712E10,179645.50212835305
4007,8.099724590997631,0.0,1.2581404926970446E10,209602.02274411073
4008,8.15778345258531,0.0,1.438096622037137E10,239589.76557270277
4009,8.208974828622969,0.0,1.6180036575137136E10,269573.6836819516
4010,8.254734435016424,0.0,1.797790810480187E10,299540.37758696004
4011,8.208989533341027,0.0,1.6180584422687311E10,179645.50212835305
4012,8.275969549580918,0.0,1.8878796030291393E10,209602.02274411073
4013,8.33401205196908,0.0,2.1578281832761757E10,239589.76557270277
4014,8.385184645499347,0.0,2.4276692166333244E10,269573.6836819516
4015,8.43092982427096,0.0,2.697334088323315E10,299540.37758696004
4016,8.472293036807006,0.0,2.96686646277998E10,329489.0741044893
4017,8.51005893862293,0.0,3.2364130456054848E10,359440.463770991
4018,8.54482234564743,0.0,3.506124945413611E10,389410.4943675687
4019,8.577011112399997,0.0,3.775862676574687E10,419382.28895805747
4020,8.606963174502573,0.0,4.045463494192166E10,449341.3707198989
4021,8.459027352960312,0.0,2.8776124302224346E10,239589.76557270277
4022,8.510190209913429,0.0,3.237391443491768E10,269573.6836819516
4023,8.555930671425516,0.0,3.596960981659521E10,299540.37758696004
4024,8.597291783094073,0.0,3.9563698568537926E10,329489.0741044893
4025,8.635054371402422,0.0,4.315782151177448E10,359440.463770991
4026,8.669813075891543,0.0,4.675394457116788E10,389410.4943675687
4027,8.701997058145398,0.0,5.035032470143381E10,419382.28895805747
4028,8.731946468414332,0.0,5.394506479753465E10,449341.3707198989
4029,8.75995164210234,0.0,5.7538286430862144E10,479283.4927899583
4030,8.78625632783574,0.0,6.1131019510678604E10,509216.29924580606
4031,8.811066038160437,0.0,6.472489828830905E10,539143.9854298164
4032,8.834533455877283,0.0,6.831857833555173E10,569072.6182118141
4033,8.856780420965986,0.0,7.190942402206528E10,598988.0617072373
4034,8.652880131765096,0.0,4.496610753184292E10,299540.37758696004
4035,8.694243068936931,0.0,4.945933556687737E10,329489.0741044893
4036,8.732004973917311,0.0,5.39523324451261E10,359440.463770991
4037,8.766760604556193,0.0,5.8447493841542625E10,389410.4943675687
4038,8.79894186732669,0.0,6.2942964326814384E10,419382.28895805747
4039,8.828891221530386,0.0,6.7436741887080864E10,449341.3707198989
4040,8.8568969307219,0.0,7.192871803340506E10,479283.4927899583
4041,8.88320333300072,0.0,7.642030233594238E10,509216.29924580606
4042,8.908014828877993,0.0,8.09133672503708E10,539143.9854298164
4043,8.931482864249226,0.0,8.540599099975922E10,569072.6182118141
4044,8.953731094954218,0.0,8.989521837219783E10,598988.0617072373
4045,8.974887633090528,0.0,9.438286436849077E10,628889.0076922498
4046,8.99506442016018,0.0,9.887123587560983E10,658794.8017120889
4047,9.014342753063252,0.0,1.033590043399225E11,688704.4500614903
4048,9.032799986237478,0.0,1.0784637968097298E11,718612.30002092
4049,9.05050374243433,0.0,1.1233351450857932E11,748511.051278886
4050,8.805142040413266,0.0,6.384801095501493E10,359440.463770991
4051,8.840365263109753,0.0,6.924216429266515E10,389410.4943675687
4052,8.872947013095295,0.0,7.463669846105005E10,419382.28895805747
4053,8.903245869604971,0.0,8.002972238381853E10,449341.3707198989
4054,8.926962748879394,0.0,8.452169853014272E10,479283.4927899583
4055,8.949449326193532,0.0,8.901328283268004E10,509216.29924580606
4056,8.970835578512405,0.0,9.350634774710846E10,539143.9854298164
4057,8.99121597940137,0.0,9.799897149649687E10,569072.6182118141
4058,9.010668300932448,0.0,1.0248819886893549E11,598988.0617072373
4059,9.029280144493223,0.0,1.0697584486522842E11,628889.0076922498
4060,9.047129866729579,0.0,1.1146421637234749E11,658794.8017120889
4061,9.064272567739607,0.0,1.1595198483666016E11,688704.4500614903
4062,9.08076280196125,0.0,1.2043936017771063E11,718612.30002092
4063,9.096648900016021,0.0,1.2492649500531697E11,748511.051278886
4064,9.111972448450096,0.0,1.2941306432218047E11,778395.5857273618
4065,9.126771591358114,0.0,1.3389898352787593E11,808269.0163487691
4066,9.14108143108474,0.0,1.3838440021063983E11,838137.5413108477
4067,9.152195952532841,0.0,1.4197166300571924E11,868005.577831625
4068,9.163032471796924,0.0,1.4555871093367285E11,897875.9847791183
4069,8.927015179115031,0.0,8.45319030461565E10,419382.28895805747
4070,8.953874596844953,0.0,8.992492696892497E10,449341.3707198989
4071,8.97504423099149,0.0,9.441690311524916E10,479283.4927899583
4072,8.99522801753184,0.0,9.890848741778648E10,509216.29924580606
4073,9.014521494485919,0.0,1.034015523322149E11,539143.9854298164
4074,9.032992418210053,0.0,1.0789417608160332E11,569072.6182118141
4075,9.050696575891045,0.0,1.1238340345404193E11,598988.0617072373
4076,9.067701320584526,0.0,1.1687104945033487E11,628889.0076922498
4077,9.084067854227012,0.0,1.2135942095745393E11,658794.8017120889
4078,9.099837861875397,0.0,1.258471894217666E11,688704.4500614903
4079,9.11505393021584,0.0,1.3033456476281708E11,718612.30002092
4080,9.12975410554326,0.0,1.3482169959042342E11,748511.051278886
4081,9.143971187687796,0.0,1.3930826890728693E11,778395.5857273618
4082,9.157735609896712,0.0,1.4379418811298242E11,808269.0163487691
4083,9.171075681897594,0.0,1.482796047957463E11,838137.5413108477
4084,9.181457285799837,0.0,1.518668675908257E11,868005.577831625
4085,9.191595904652402,0.0,1.5545391551877933E11,897875.9847791183
4086,9.201501994288696,0.0,1.5904051230047083E11,927744.8332322087
4087,9.21118592621432,0.0,1.626266472876387E11,957609.8519339481
4088,9.220656069210847,0.0,1.6621180361263934E11,987464.5533445231
4089,9.229921817359518,0.0,1.697960647255163E11,1017310.2121853689
4090,9.238992312641694,0.0,1.7337965161524368E11,1047149.5276692621
4091,8.999187381030339,0.0,9.981433742876009E10,479283.4927899583
4092,9.0183033967749,0.0,1.0430592173129741E11,509216.29924580606
4093,9.036619261604145,0.0,1.0879898664572583E11,539143.9854298164
4094,9.054192141908072,0.0,1.1329161039511424E11,569072.6182118141
4095,9.07106901212117,0.0,1.1778083776755286E11,598988.0617072373
4096,9.087308881605868,0.0,1.222684837638458E11,628889.0076922498
4097,9.102965793801971,0.0,1.2675685527096486E11,658794.8017120889
4098,9.118075842993495,0.0,1.3124462373527753E11,688704.4500614903
4099,9.132676550135093,0.0,1.35731999076328E11,718612.30002092
4100,9.146801569246374,0.0,1.4021913390393433E11,748511.051278886
4101,9.160479921914613,0.0,1.4470570322079782E11,778395.5857273618
4102,9.173738695928655,0.0,1.4919162242649332E11,808269.0163487691
4103,9.186603229214054,0.0,1.536770391092572E11,838137.5413108477
4104,9.196624385149214,0.0,1.572643019043366E11,868005.577831625
4105,9.206418932595657,0.0,1.6085134983229022E11,897875.9847791183
4106,9.215996257179453,0.0,1.6443794661398172E11,927744.8332322087
4107,9.225365732085667,0.0,1.680240816011496E11,957609.8519339481
4108,9.23453485435428,0.0,1.7160923792615024E11,987464.5533445231
4109,9.243512168297944,0.0,1.751934990390272E11,1017310.2121853689
4110,9.252306025900449,0.0,1.7877708592875458E11,1047149.5276692621
4111,9.260924140394073,0.0,1.8236016565641504E11,1076984.436587006
4112,9.269372928740413,0.0,1.8594254709927948E11,1106812.7789981973
4113,9.277658880937022,0.0,1.8952422838319965E11,1136635.5013028157
4114,9.28578863581448,0.0,1.931054366800418E11,1166454.8712409444
4115,9.293768021854426,0.0,1.9668620278853253E11,1196270.541804629
4116,7.254636429475453,0.0,1.7973805630446663E9,59912.6880520919
4117,7.430799314506026,0.0,2.6965167441497154E9,89883.88642496192
4118,7.555820260505252,0.0,3.596037451642616E9,119867.91180324632
4119,7.65271163867731,0.0,4.494855056630692E9,149828.50823991472
4120,7.857027246548471,0.0,7.195012062974021E9,119867.91180324632
4121,7.953926404557709,0.0,8.99354251294107E9,149828.50823991472
4122,8.033066037173683,0.0,1.0791219150125885E10,179790.72123999737
4123,8.100046539663047,0.0,1.2590735169316086E10,209778.14570656756
4124,8.158073946115362,0.0,1.4390588676858889E10,239775.77924956376
4125,8.209228270191062,0.0,1.6189481537761677E10,269760.8772600455
4126,8.254957140388047,0.0,1.7987129515750626E10,299723.24026129657
4127,8.209233625902536,0.0,1.6189681187599512E10,179790.72123999737
4128,8.2761994788404,0.0,1.8888793720497894E10,209778.14570656756
4129,8.334216273498129,0.0,2.1588431146321476E10,239775.77924956376
4130,8.385363710211042,0.0,2.428670380634611E10,269760.8772600455
4131,8.431091729553625,0.0,2.698339844911268E10,299723.24026129657
4132,8.472444686294295,0.0,2.9679026326111893E10,329669.70004720817
4133,8.510199506835203,0.0,3.237460746998515E10,359618.36072426307
4134,8.544950901971394,0.0,3.507162954809055E10,389587.62434740626
4135,8.577128747976607,0.0,3.7768855687737526E10,419560.3031816312
4136,8.607072536255355,0.0,4.046482330941205E10,449515.71577468654
4137,8.45917580810178,0.0,2.8785962554265926E10,239775.77924956376
4138,8.510322891553056,0.0,3.238380653627091E10,269760.8772600455
4139,8.556054850155748,0.0,3.597989616436039E10,299723.24026129657
4140,8.597412127453527,0.0,3.957466332445134E10,329669.70004720817
4141,8.635168036319932,0.0,4.316911840333677E10,359618.36072426307
4142,8.669917417464529,0.0,4.67651788184653E10,389587.62434740626
4143,8.702093398965173,0.0,5.03614953131181E10,419560.3031816312
4144,8.732038522928912,0.0,5.395650039895826E10,449515.71577468654
4145,8.760041652110894,0.0,5.755021281801552E10,479457.9958650855
4146,8.786347207148008,0.0,6.1143812978517815E10,509394.45593433204
4147,8.811160964867724,0.0,6.473904721278208E10,539340.9420385871
4148,8.834630283750204,0.0,6.833381197938426E10,569287.7009226312
4149,8.856877959317957,0.0,7.192557601679774E10,599208.577101466
4150,8.644208225510713,0.0,4.4077137139670975E10,299723.24026129657
4151,8.686374260970481,0.0,4.857127021295672E10,329669.70004720817
4152,8.724801263704986,0.0,5.30647969132256E10,359618.36072426307
4153,8.7601143660515,0.0,5.755984926958782E10,389587.62434740626
4154,8.792773067566714,0.0,6.2055229447353745E10,419560.3031816312
4155,8.823139320333741,0.0,6.654948089569589E10,449515.71577468654
4156,8.845980156317708,0.0,7.014319331475316E10,479457.9958650855
4157,8.867678846616755,0.0,7.373679347525546E10,509394.45593433204
4158,8.888353973649487,0.0,7.733202770951974E10,539340.9420385871
4159,8.90808688138975,0.0,8.092679247612192E10,569287.7009226312
4160,8.926946604098255,0.0,8.45185565135354E10,599208.577101466
4161,8.945015643524691,0.0,8.810917415589961E10,629119.6728930029
4162,8.96236559079685,0.0,9.170037193399577E10,659033.319305012
4163,8.979045680207506,0.0,9.529085091733778E10,688947.2307240217
4164,8.995107266136106,0.0,9.888099065823457E10,718861.104058262
4165,9.010596105020298,0.0,1.0247116291167677E11,748770.8494210711
4166,8.792812902303876,0.0,6.206092159858197E10,359618.36072426307
4167,8.8290091349686,0.0,6.7455053854694275E10,389587.62434740626
