Section Index,Slip Rate (m/yr),Slip Rate Standard Deviation (m/yr)
423,0.04206818389892578,0.0
424,0.042185611724853515,0.0
425,0.042185611724853515,0.0
426,0.042185611724853515,0.0
427,0.04543073654174805,0.0
428,0.0546569938659668,0.0
429,0.06310279846191406,0.0
430,0.04254460906982422,0.0
431,0.04384734725952148,0.0
432,0.05104864120483399,0.0
433,0.05821874618530273,0.0
434,0.05821874618530273,0.0
435,0.047165145874023436,0.0
436,0.05870949172973633,0.0
437,0.058710010528564456,0.0
438,0.04716566467285156,0.0
439,0.045500659942626955,0.0
440,0.047560325622558595,0.0
441,0.047560325622558595,0.0
442,0.047560325622558595,0.0
443,0.044592842102050785,0.0
444,0.053363601684570314,0.0
445,0.0358626708984375,0.0
446,0.03958185958862305,0.0
447,0.04795499038696289,0.0
448,0.04748664474487305,0.0
449,0.053149517059326176,0.0
450,0.04615282440185547,0.0
451,0.04615282440185547,0.0
