Section Index,Slip Rate (m/yr),Slip Rate Standard Deviation (m/yr)
579,1.89E-4,6.0E-5
580,1.89E-4,6.0E-5
581,1.89E-4,6.0E-5
582,1.89E-4,6.0E-5
583,1.89E-4,6.0E-5
584,4.5000000000000004E-4,3.5E-4
585,4.5000000000000004E-4,3.5E-4
586,4.5000000000000004E-4,3.5E-4
587,4.5000000000000004E-4,3.5E-4
588,4.5000000000000004E-4,3.5E-4
589,4.5000000000000004E-4,3.5E-4
590,4.5000000000000004E-4,3.5E-4
591,4.5000000000000004E-4,3.5E-4
592,8.100000000000001E-4,6.8E-4
593,8.100000000000001E-4,6.8E-4
594,8.100000000000001E-4,6.8E-4
595,8.100000000000001E-4,6.8E-4
596,0.0054,0.002
597,0.0054,0.002
598,0.0054,0.002
599,0.0054,0.002
600,0.00342,0.0016
601,0.00342,0.0016
602,0.00342,0.0016
603,9.0E-5,1.0E-4
604,9.0E-5,1.0E-4
605,4.5E-5,4.0E-5
606,4.5E-5,4.0E-5
607,4.5E-5,4.0E-5
608,4.5E-5,4.0E-5
609,4.5E-5,4.0E-5
610,4.5E-5,4.0E-5
611,4.5E-5,4.0E-5
612,4.5E-5,4.0E-5
613,4.5E-5,4.0E-5
614,4.5E-5,4.0E-5
615,3.6E-4,2.5E-4
616,3.6E-4,2.5E-4
617,3.6E-4,2.5E-4
618,3.6E-5,4.0E-5
619,3.6E-5,4.0E-5
620,4.5E-5,4.0E-5
621,4.5E-5,4.0E-5
622,4.5E-5,4.0E-5
623,4.5E-5,4.0E-5
624,4.5E-5,4.0E-5
625,9.0E-5,1.5E-4
626,9.0E-5,1.5E-4
627,9.0E-5,1.5E-4
628,0.00108,0.00298
629,0.00108,0.00298
630,1.8E-4,1.7E-4
631,1.8E-4,1.7E-4
632,1.8E-4,1.7E-4
633,1.8E-4,1.7E-4
634,0.0020700000000000002,0.0018000000000000002
635,0.0020700000000000002,0.0018000000000000002
636,0.0020700000000000002,0.0018000000000000002
637,0.0020700000000000002,0.0018000000000000002
638,0.0020700000000000002,0.0018000000000000002
639,0.0020700000000000002,0.0018000000000000002
640,0.0020700000000000002,0.0018000000000000002
641,0.0020700000000000002,0.0018000000000000002
642,0.0020700000000000002,0.0018000000000000002
643,0.0020700000000000002,0.0018000000000000002
644,0.0020700000000000002,0.0018000000000000002
645,4.5E-5,4.0E-5
646,4.5E-5,4.0E-5
647,4.5E-5,4.0E-5
648,0.00108,4.0E-4
649,0.00108,4.0E-4
650,0.00108,4.0E-4
651,0.00108,4.0E-4
652,0.00108,4.0E-4
653,2.7E-4,2.5E-4
654,2.7E-4,2.5E-4
655,2.7E-4,2.5E-4
656,2.7E-4,2.5E-4
657,2.7E-4,2.5E-4
658,2.7E-4,2.5E-4
659,2.7E-4,2.5E-4
660,6.300000000000001E-5,7.000000000000001E-5
661,6.300000000000001E-5,7.000000000000001E-5
662,6.300000000000001E-5,7.000000000000001E-5
663,6.300000000000001E-5,7.000000000000001E-5
664,6.300000000000001E-5,7.000000000000001E-5
665,6.300000000000001E-5,7.000000000000001E-5
666,4.5E-5,4.0E-5
667,4.5E-5,4.0E-5
668,2.7E-4,1.5E-4
669,2.7E-4,1.5E-4
670,2.7E-4,2.3E-4
671,2.7E-4,2.3E-4
672,1.8E-4,2.3E-4
673,1.8E-4,2.3E-4
674,0.00135,7.800000000000001E-4
675,0.00135,7.800000000000001E-4
676,0.00135,7.800000000000001E-4
677,4.5E-5,4.0E-5
678,4.5E-5,4.0E-5
679,4.5E-5,4.0E-5
680,1.8E-4,1.7E-4
681,1.8E-4,1.7E-4
682,1.8E-4,1.7E-4
683,1.8E-4,1.7E-4
684,1.8E-4,1.7E-4
685,4.5E-5,4.0E-5
686,4.5E-5,4.0E-5
687,4.5E-5,4.0E-5
688,4.5E-5,4.0E-5
689,4.5E-5,4.0E-5
690,4.5E-5,4.0E-5
691,1.8E-4,1.0E-4
692,1.8E-4,1.0E-4
693,2.2500000000000002E-4,1.5E-4
694,2.2500000000000002E-4,1.5E-4
695,2.2500000000000002E-4,1.5E-4
696,2.2500000000000002E-4,1.5E-4
697,2.2500000000000002E-4,1.5E-4
698,2.2500000000000002E-4,1.5E-4
699,2.2500000000000002E-4,1.5E-4
700,2.2500000000000002E-4,1.5E-4
701,2.2500000000000002E-4,1.5E-4
702,2.2500000000000002E-4,1.5E-4
703,2.2500000000000002E-4,1.5E-4
704,2.2500000000000002E-4,1.5E-4
705,2.2500000000000002E-4,1.5E-4
706,4.5E-5,4.0E-5
707,4.5E-5,4.0E-5
708,4.5E-5,4.0E-5
709,4.5E-5,4.0E-5
710,4.5E-5,4.0E-5
711,9.000000000000001E-4,0.0014
712,9.000000000000001E-4,0.0014
713,9.000000000000001E-4,0.0014
714,9.000000000000001E-4,5.0E-4
715,9.000000000000001E-4,5.0E-4
716,9.000000000000001E-4,5.0E-4
717,9.000000000000001E-4,5.0E-4
718,9.000000000000001E-4,5.0E-4
719,0.014220000000000002,2.0E-4
720,0.014220000000000002,2.0E-4
721,0.014220000000000002,2.0E-4
722,0.014220000000000002,2.0E-4
723,0.014220000000000002,2.0E-4
724,0.014220000000000002,2.0E-4
725,0.014220000000000002,2.0E-4
726,0.0135,0.003
727,0.0135,0.003
728,0.0135,0.003
729,0.0135,0.003
730,0.0135,0.003
731,0.0135,0.003
732,0.0135,0.003
733,0.01215,0.002
734,0.01215,0.002
735,0.0020700000000000002,0.0018000000000000002
736,0.0020700000000000002,0.0018000000000000002
737,0.009810000000000001,0.0025
738,0.009810000000000001,0.0025
739,0.009810000000000001,0.0025
740,0.009810000000000001,0.0025
741,0.009810000000000001,0.0025
742,0.01557,0.0045000000000000005
743,0.01557,0.0045000000000000005
744,0.01557,0.0045000000000000005
745,0.01557,0.0045000000000000005
746,0.0036000000000000003,0.001
747,0.0036000000000000003,0.001
748,0.0036000000000000003,0.001
749,0.0036000000000000003,0.001
750,0.00387,0.0012
751,0.00387,0.0012
752,0.00387,0.0012
753,0.00387,0.0012
754,0.00387,0.0012
755,0.00387,0.0012
756,0.00387,0.0012
757,0.0027,0.0015
758,0.0027,0.0015
759,0.0027,0.0015
760,0.0027,0.0015
761,0.0027,0.0015
762,0.0027,0.0015
763,0.0027,0.0015
764,4.0500000000000003E-4,2.3E-4
765,4.0500000000000003E-4,2.3E-4
766,4.0500000000000003E-4,2.3E-4
767,4.0500000000000003E-4,2.3E-4
768,4.0500000000000003E-4,2.3E-4
769,4.0500000000000003E-4,3.4E-4
770,4.0500000000000003E-4,3.4E-4
771,4.0500000000000003E-4,3.4E-4
772,4.0500000000000003E-4,3.4E-4
773,4.0500000000000003E-4,3.4E-4
774,4.5E-5,4.0E-5
775,4.5E-5,4.0E-5
776,4.5E-5,4.0E-5
777,0.0027,0.002
778,0.0027,0.002
779,0.0027,0.002
780,0.0027,0.002
781,0.0027,0.002
782,0.0027,0.002
783,4.5000000000000004E-4,4.5000000000000004E-4
784,4.5000000000000004E-4,4.5000000000000004E-4
785,4.5000000000000004E-4,4.5000000000000004E-4
786,4.5000000000000004E-4,4.5000000000000004E-4
787,4.5000000000000004E-4,4.5000000000000004E-4
788,4.5000000000000004E-4,4.5000000000000004E-4
789,4.5000000000000004E-4,4.5000000000000004E-4
790,0.00108,9.5E-4
791,0.00108,9.5E-4
792,0.00108,9.5E-4
793,0.00108,9.5E-4
794,2.88E-4,2.0E-4
795,2.88E-4,2.0E-4
796,2.88E-4,2.0E-4
797,2.88E-4,2.0E-4
798,2.88E-4,2.0E-4
799,1.1700000000000001E-4,1.2E-4
800,1.1700000000000001E-4,1.2E-4
801,1.1700000000000001E-4,1.2E-4
