Section Index,Grid Node Index,Node Fraction,Scaled Node Fraction
32,11028,0.2317504839794014,0.29748534985149355
32,11029,0.4537777514758058,0.8748816806457661
32,11030,0.09821573899987865,0.09152961347506376
32,11228,0.03150779540146222,0.05808237610487028
32,11229,0.048521621927107815,0.07377158699978488
33,11029,0.054142415743183576,0.1045825402817172
33,11030,0.36319136970017,0.3391028913986922
33,11031,0.11031987636270178,0.06862552534668695
33,11229,0.2206502582741193,0.33610400688218006
33,11230,0.24980950128076884,0.37682560649035673
33,11231,0.0018856538759583108,0.0017119539717243934
34,11031,0.0992222749114082,0.06216410687410574
34,11032,0.004268096854232092,0.005345143985926029
34,11230,0.24102505384111847,0.3661779977925908
34,11231,0.45151166974015394,0.4128551324830931
34,11232,0.07786455735626172,0.07389187496658116
34,11430,0.07283527439294415,0.12556809186415552
34,11431,0.053324387334342103,0.05708870822329143
35,11231,0.05345600698810551,0.0488057616077843
35,11232,0.3224360894616258,0.30552474038271304
35,11233,0.06399645857779065,0.11762617581983069
35,11430,1.1231130775112576E-5,1.9333340019086684E-5
35,11431,0.3022114574522498,0.3230584743776901
35,11432,0.2555215146025304,0.3153054853401731
35,11433,0.002382169044170048,0.004659900795171508
36,11233,0.048885438922310724,0.08974490998418651
36,11431,7.007769623440977E-4,7.48225146736354E-4
36,11432,0.25297200208193515,0.31178755933918906
36,11433,0.44997731158595694,0.8791783447781901
36,11434,0.04612532315021664,0.09069190753514177
36,11632,0.14717721556946464,0.22211220046267374
36,11633,0.054219228492914266,0.06557546887609733
37,11433,0.05293471423173898,0.1029242416486339
37,11434,0.2701432424227938,0.5285839356056194
37,11435,0.031232084645855085,0.06108462054112559
37,11632,0.005993665403954508,0.0090015037016668
37,11633,0.38037799773998776,0.45781940462692583
37,11634,0.25423131727451215,0.35543498046297556
37,11635,0.0021229602369553413,0.003969173406999313
37,11833,0.002993140838202913,0.005729595313247089
38,11435,0.028906996237107258,0.05572816010457542
38,11633,0.0020882540601575177,0.002477439024183622
38,11634,0.2617205430167949,0.3606697871936182
38,11635,0.4492668408930592,0.8279486652558022
38,11636,0.04218015755415272,0.08121392120670705
38,11833,0.006668443274972116,0.012582359474886971
38,11834,0.16209844828936393,0.23454998422641501
38,11835,0.04710125299684339,0.0514102399575985
39,11635,0.06189141199280618,0.11553760819434807
39,11636,0.2718696678649459,0.5302454812231364
39,11637,0.0298039862556456,0.058127994104602655
39,11834,0.008668688829547808,0.012705855200868735
39,11835,0.390349720525958,0.4315836469377123
39,11836,0.2363541237344324,0.31702620693781675
39,11837,6.441433791221326E-4,0.001144915149539878
39,12035,4.2482635627488546E-4,8.172760294938476E-4
40,11637,0.03687683489977801,0.07160719038503124
40,11835,0.004254101312566503,0.004682857574101551
40,11836,0.2787281335412194,0.372224367122124
40,11837,0.43902658406041317,0.7769151426371118
40,11838,0.034364445270821026,0.06484038650040067
40,12035,0.004971183904441644,0.009521582866558713
40,12036,0.16107457880048645,0.23763301255395874
40,12037,0.040715748504984,0.07294038047741856
41,11638,0.0389188874352621,0.07349958477282027
41,11639,0.0043952498408117765,0.008301370185848108
41,11837,0.06340219130299903,0.1091268021342816
41,11838,0.47473748539151656,0.8712327155518662
41,11839,0.2847036852355631,0.5367980309884592
41,12037,0.0015180052476702832,0.002644985326362449
41,12038,0.12341187957084698,0.23228157705842203
41,12039,0.008866777469948855,0.016690515264568405
42,11839,0.17283791849517435,0.3259212606458813
42,11840,0.23289327583584635,0.43914819853947024
42,11841,0.0032977816180739103,0.00621311682273637
42,12038,0.015913158770834365,0.029955048966216754
42,12039,0.3573248639582232,0.6727024523438867
42,12040,0.2176626008242193,0.40974612794687576
43,11840,0.002440708107728352,0.004602828091208866
43,11841,0.029232567943745593,0.05508195544870101
43,12040,0.3077495855653326,0.5794063839637174
43,12041,0.46947172853831287,0.8839039816372299
43,12042,0.033656391354842365,0.06336678563114752
43,12240,0.06864446811271606,0.12906145212813414
43,12241,0.08889653477926665,0.16710449369259953
44,12041,0.03682884073441907,0.06946893516709977
44,12042,0.27384001939420205,0.5165329048075065
44,12043,0.05710514779061405,0.10771070913571532
44,12241,0.20562982448901562,0.3872543890883708
44,12242,0.39388147992434497,0.741670639576809
44,12243,0.032688852120892266,0.06155990970233998
45,12043,0.014400723653438623,0.02717058984877668
45,12242,0.10989546103613768,0.20699335615385595
45,12243,0.49136321140153316,0.9256185851475853
45,12244,0.16785100895902558,0.3161661420452816
45,12442,0.034198674954873054,0.06436483490702272
45,12443,0.18072828348868358,0.33985954092447884
45,12444,0.0015604268846927604,0.002934265045175894
46,12244,0.18266589714228293,0.34392620736069407
46,12245,0.10558818589889622,0.19877241725834846
46,12443,0.0717045721881863,0.13478345485676033
46,12444,0.4690469822818269,0.8816346585425758
46,12445,0.16910939761294347,0.3178872652501741
46,12644,0.001846486224973559,0.0034716337282752006
47,12245,0.0019430150128037335,0.0036567646025626164
47,12444,0.010542333549650246,0.01981021179070524
47,12445,0.3626484128261777,0.6815084201945973
47,12446,0.33772961532884377,0.6346108886141708
47,12447,3.035924856306402E-4,5.705833280280161E-4
47,12644,0.012636870530867797,0.023752395730616042
47,12645,0.20206685596773302,0.3790873289279548
47,12646,0.0721886671011804,0.13543430864414852
48,12446,0.06215885906011773,0.11681050648187388
48,12447,0.15917164308100254,0.2991811711493596
48,12448,0.0031482071918041213,0.004378777286144542
48,12645,0.001301828323417846,0.0024425215203934683
48,12646,0.369757489574309,0.693772610485796
48,12647,0.3785683304912974,0.7102506477101781
48,12648,0.014246992890254322,0.0267318703283611
48,12846,0.0020812699807982067,0.0039232479407622645
48,12847,0.009546620806903324,0.017884237372548312
49,12647,0.15426823900362824,0.2897493522898219
49,12648,0.42960189859625425,0.8069579850261422
49,12649,0.0564856171416621,0.10610937751075115
49,12847,0.14689853528207641,0.2754969603379921
49,12848,0.21275471468647364,0.39895388114259844
50,12648,4.708568983851115E-4,8.845264347107888E-4
50,12649,0.13820970722478448,0.259651946969183
50,12650,0.009043621628886583,0.016945309057272095
50,12848,0.19691506540040982,0.3692832363405215
50,12849,0.5060672104767593,0.9489974940778336
50,12850,0.10742333802261707,0.2014638974988985
50,13048,2.418117486491408E-5,4.5202739946873487E-5
50,13049,0.041862595946267546,0.06878590873648724
51,12849,0.027196296119606604,0.05100250592216642
51,12850,0.3573454287839122,0.6702112387905601
51,12851,0.15489068672574516,0.2904506299913697
51,13049,0.08897188299824059,0.14620121857262278
51,13050,0.32945467399318346,0.44181834536022685
51,13051,0.042155270130454475,0.054189904898698696
52,12851,0.06379604285964076,0.11969298935850174
52,12852,0.015366801546706176,0.028786042440466786
52,13050,0.05682180980540311,0.07624143970866301
52,13051,0.490957306722164,0.6314488768604832
52,13052,0.2722824584420635,0.4525503733449212
52,13251,0.09688032756965878,0.1480239583544388
52,13252,0.0038308544814366235,0.004169836388761808
53,13052,0.19987527715556075,0.33228389742455333
53,13053,0.20202064697744532,0.37850731415021166
53,13251,0.0228880561464562,0.0349790715410206
53,13252,0.38887288682218996,0.42338354634643066
53,13253,0.18632485990738273,0.22281491928780867
54,13053,0.00755064712376362,0.01414695640217909
54,13054,0.0088220803010577,0.016489366515999082
54,13252,0.004643795340078312,0.005055914326165204
54,13253,0.34822945622263135,0.4164273937263017
54,13254,0.4017868445157529,0.6925805684830406
54,13255,0.004112022452629845,0.007692195667097822
54,13452,9.477916931025288E-6,1.769949985024031E-5
54,13453,0.14225886274829005,0.20990371463468963
54,13454,0.08260573546529075,0.08729351296820768
55,13254,0.054365884193344594,0.09371315878192484
55,13255,0.1805350788898019,0.3377193751473963
55,13256,0.0034537057139007454,0.006431859333049017
55,13454,0.33890179264670706,0.3581336809869027
55,13455,0.3923568068145868,0.40909037910029833
55,13456,0.017325498812806657,0.020898640765797623
55,13654,0.001413074263625047,0.0026242035687428283
55,13655,0.011622766420928715,0.016454807913096028
56,13455,0.143210134873629,0.1492229950143389
56,13456,0.42196383664076326,0.5086645247311562
56,13457,0.05638644281169989,0.08827051704121903
56,13655,0.15260230003214603,0.2159077891033987
56,13656,0.2258378684605396,0.23528862986947274
57,13456,1.1330942324637871E-4,1.3657744325624188E-4
57,13457,0.12664346294823306,0.19823506703990268
57,13458,0.005628451786700121,0.010467817149217296
57,13656,0.19732445292095124,0.2055615168886881
57,13657,0.512029519690059,0.5073817318246223
57,13658,0.10732533081163848,0.1702750211616613
57,13856,5.085406121542572E-4,9.445923584318921E-4
57,13857,0.05045578714409491,0.0738410294469396
58,13657,0.024712902823238996,0.024497737292250122
58,13658,0.34821684683598747,0.5526636114606458
58,13659,0.1413769768058733,0.263466086933573
58,13857,0.09521849879978933,0.13940247100115621
58,13858,0.34644944528176047,0.3770401029624066
58,13859,0.04402865042176705,0.06922902543590194
59,13659,0.05294889242325945,0.09871068729795834
59,13660,0.005278938207490485,0.009808645690617346
59,13858,0.06719608423959464,0.07315649771810062
59,13859,0.493165060984383,0.775722538847617
59,13860,0.25184338003723766,0.4688088797910977
59,14058,5.1271632097911E-4,9.520016796323232E-4
59,14059,0.1250172586406495,0.1930749203329075
59,14060,0.003991205433188038,0.004644384303849371
60,13860,0.19417893553697899,0.3614670810318397
60,13861,0.16393260204250362,0.30512800884705715
60,14059,0.0324237663807247,0.05007497033800577
60,14060,0.4250110172394576,0.4945675309909071
60,14061,0.18442257966637507,0.2214170288924311
61,13861,0.005937340547454237,0.011051195739587462
61,13862,0.001460713447016718,0.0026992042545004313
61,14060,0.007041360423479781,0.008193747131135581
61,14061,0.35364001302124937,0.4245793749202152
61,14062,0.365122045772004,0.5267027676109225
61,14063,5.264817542582984E-4,9.735077451506719E-4
61,14260,0.0031766615821481508,0.005855928801300868
61,14261,0.18358867447228466,0.23563140595494256
61,14262,0.07955059629261516,0.05166150739586286
62,15071,5.304658720439292E-4,7.773222338518782E-4
62,15072,0.16311655665073385,0.18359793150387083
62,15073,0.0038019400721042065,0.004728221448950408
62,15271,0.16928228943484266,0.2034843504853482
62,15272,0.565992556237063,0.4310849979606754
62,15273,0.07391571044403715,0.05419703998865472
62,15472,0.023362541034524346,0.01745909839855463
63,14871,0.001839915153750255,0.0015465913667028844
63,15070,0.12048989705852362,0.18983898495535775
63,15071,0.5329192686834939,0.7813476905530212
63,15072,0.075073812564081,0.0845468591659963
63,15270,0.054054452899939,0.08640042531852876
63,15271,0.21556691464088373,0.25926319224068106
64,14869,0.018758016316003802,0.016692699038329605
64,14870,0.2430522058127003,0.2010404086634438
64,14871,0.02995725747203153,0.025232507958836654
64,15069,0.19976147159174495,0.319992450146292
64,15070,0.4723748522979973,0.7457652115411276
64,15071,0.03604029535841023,0.05294827705786668
65,14669,0.0030666583694535766,0.0033953311759043992
65,14868,0.21445794395681056,0.3240765668896101
65,14869,0.5288496322149991,0.47059664288891584
65,14870,0.036394077858944676,0.030101731344813757
65,15068,0.07124442185216139,0.11422432126902785
65,15069,0.1459592959057907,0.23379581169123917
66,14667,0.0647000023590606,0.0691901922590174
66,14668,0.2254170159366022,0.25163032688667414
66,14669,0.009908424428841123,0.010969769923086391
66,14867,0.29835955535883274,0.47885393116129626
66,14868,0.39620739377921566,0.5986930839347602
66,14869,0.00536632323159225,0.004774958705784569
67,14466,0.0018605063614858925,0.0015663185822693674
67,14467,0.0020656333502071258,0.0016260371309609538
67,14666,0.3357177104834065,0.34693334587826447
67,14667,0.4462490453804771,0.4772480900127559
67,14668,0.003062849987887125,0.00341923279252188
67,14866,0.11309444341734468,0.18161676683804162
67,14867,0.09794802112258322,0.1572119049503665
68,14465,0.1332917912571909,0.08318558463793047
68,14466,0.1765308782036459,0.14864251661129152
68,14664,0.002110938342984379,0.0033904302925842097
68,14665,0.40355627467726013,0.36297674877110564
68,14666,0.28445421192930714,0.29400694373871644
69,14264,0.0052095198933131874,0.0041230096432063506
69,14463,0.01320005903403554,0.010642814430362297
69,14464,0.4503468541673212,0.4012297521255608
69,14465,0.3309671711730486,0.2064819846921398
69,14663,6.277484021463744E-4,0.0010097039167248458
69,14664,0.15758372310880392,0.25301321623139056
69,14665,0.04203592586855182,0.037796179123395966
70,14263,0.19982193223021294,0.11652121935705423
70,14264,0.11995492453410256,0.09482384862864154
70,14462,0.030938252500632743,0.0341880272167915
70,14463,0.4787322664211102,0.3855282106192432
70,14464,0.17051117487320047,0.15173357466729753
71,14062,0.03665284927755334,0.04581819548167085
71,14063,8.726565306813067E-4,0.0013983056898880177
71,14261,0.031047940501088417,0.034532083418419846
71,14262,0.5341506630701139,0.30060077918552625
71,14263,0.2569685580751093,0.1495265470600192
71,14462,0.1330761704287169,0.14674219340840522
71,14463,0.007200210685570601,0.005786089108148969
72,9619,0.006758656209899617,0.008368247383817102
72,9620,0.038543024761039935,0.04804369678611953
72,9818,0.15793408233961104,0.09332892061052311
72,9819,0.5323241741118775,0.3707602883528187
72,9820,0.19973786901042084,0.1619534281862691
72,10018,0.0434127387880555,0.021689231749006208
72,10019,0.021337685034226936,0.012918356010628592
73,9819,0.11494306416619156,0.0791379823255395
73,9820,0.4504311714866623,0.36103005020791573
73,9821,0.02456147593370761,0.02973419768290309
73,10018,0.00394844453261428,0.0019500161414216003
73,10019,0.3460962571250653,0.20712953587256872
73,10020,0.06007402577462515,0.04627464682449195
74,9818,0.16777286032000674,0.08259797910602872
74,9819,0.5130422215631084,0.2976990583873661
74,9820,0.13363397614970346,0.09027218514508686
74,10018,0.16750346301167515,0.06972011671852593
74,10019,0.018193267939689818,0.009176519577479517
75,9819,0.12897021790586147,0.07384067871648535
75,9820,0.3127228982560537,0.208438836260079
75,10018,0.11725275508980343,0.048154764603962674
75,10019,0.40682396791752923,0.20246767885602734
75,10020,0.03421960480481286,0.021919740542148188
76,9617,0.005499430854144062,0.004985991701741612
76,9618,0.1697544655719759,0.37449859411543956
76,9619,0.16675035803109695,0.375220720624896
76,9817,0.1488393226959778,0.13799673894187944
76,9818,0.36762029847047645,0.3948078222442157
76,9819,0.1410658557539833,0.1785602616685963
76,9820,1.1293527539960333E-4,1.6641989062117098E-4
76,10018,3.3493487377840906E-4,3.041117755245188E-4
77,9417,0.05275103429854399,0.11715374491417314
77,9418,0.11998283936600065,0.2727735458299929
77,9616,0.09011240069917018,0.05986617857536474
77,9617,0.4219411326831928,0.3828512613185179
77,9618,0.2655800555794001,0.5863660995397317
77,9619,0.005883144603661206,0.013248721584469166
77,9817,0.04376381184708054,0.040607915160093336
78,9216,3.0521709669826044E-4,6.56012587630253E-4
78,9217,0.01970807983631508,0.04369288240174761
78,9415,0.07619972824841931,0.0661149251667721
78,9416,0.34445386463428657,0.32595802386230016
78,9417,0.37212255622359497,0.8050190918833673
78,9418,0.02512525072563269,0.055640177470385396
78,9615,0.0066905518446813955,0.005405293076168284
78,9616,0.14206047207060715,0.09193168464494442
78,9617,0.0133613154845692,0.011809252937845493
79,9214,0.014806487611162955,0.02253883703169319
79,9215,0.2034026687110334,0.37636561777860716
79,9216,0.26547840418973817,0.5809118146780567
79,9217,0.013194168694701724,0.029780097174012986
79,9414,0.09357892790082863,0.11886551208687128
79,9415,0.304090027313424,0.2686123404349825
79,9416,0.10546972890726597,0.10160992698854211
80,9014,0.07834702789654119,0.1705432927634095
80,9015,0.19359279256191503,0.4429852465902979
80,9016,0.0012892522992165294,0.0029346371619067835
80,9213,0.05780378214214495,0.06451871895342184
80,9214,0.40368451525961174,0.6213700992834507
80,9215,0.23697599269424788,0.4433905687581369
80,9216,0.016905683463284357,0.037406110142088216
80,9414,0.011429422202988529,0.01468016309201545
81,8813,0.008381431247910808,0.017113770566168585
81,8814,0.10923740462763916,0.24983362361071706
81,8815,1.7930607464814127E-5,4.100166624834348E-5
81,9012,0.031443035638064235,0.027567045380386776
81,9013,0.36749641385087994,0.40393991197406764
81,9014,0.3598657335761925,0.7815314363354884
81,9015,0.049011564090236326,0.11189031052135352
81,9213,0.07055326273192904,0.07856704544202472
81,9214,0.004034907500066501,0.0061963463068292176
82,7806,0.004014543544682802,0.008067483316280821
82,8005,0.11862963822444642,0.23926359072099457
82,8006,0.4153696105493019,0.837882053015156
82,8007,0.2047951008858934,0.4127529609293246
82,8205,0.11051582426393211,0.22210145406931697
82,8206,0.14665769698580639,0.29529252518499643
83,8006,9.06763761540662E-5,1.8308502078611996E-4
83,8007,0.155593657896184,0.3138867725144174
83,8008,0.10756196023605265,0.2171398880389386
83,8206,0.21415360896628105,0.43160203124028784
83,8207,0.4082233585590197,0.8226862632574989
83,8208,0.10952733049763606,0.22061171425673815
83,8407,0.004858176677602319,0.009773789174022602
84,8008,3.456139574733363E-5,7.086708044464706E-5
84,8207,0.08658948141561407,0.1772449621382915
84,8208,0.37790588703033945,0.7731470283618711
84,8209,0.1799487168206797,0.3681171785053613
84,8407,0.15784486106100712,0.3225466059013685
84,8408,0.19510455781263697,0.39861812560824916
84,8409,0.00256181494902408,0.005232066963015644
85,8209,0.09596643182755116,0.1963310695176888
85,8210,0.01728531593049082,0.03533886325131186
85,8408,0.256627750869384,0.5243552249437341
85,8409,0.43578826727603254,0.8900889841663606
85,8410,0.12008302243515089,0.24528557850324156
85,8608,0.045324474489521545,0.0923823041764587
85,8609,0.028992370141308725,0.05693061587477428
86,8409,0.05118928682749742,0.10467894887062369
86,8410,0.2874433620259266,0.5878480334384731
86,8411,0.0645781790130299,0.13206820202171057
86,8608,0.001539602160063897,0.0031418605550311064
86,8609,0.3304265437603501,0.6496201247521199
86,8610,0.2498403471639782,0.3104117524179175
86,8611,0.014982627740100582,0.01642757312002087
87,8411,0.007195181427423721,0.014663983848975312
87,8609,0.01078674445763809,0.021133561239891675
87,8610,0.24096054004818854,0.29834534245896327
87,8611,0.4272097377740209,0.4667929806574852
87,8612,0.04807414957931531,0.060004690318959046
87,8809,0.009011397870701106,0.01821229028494157
87,8810,0.20118227226535756,0.2460622805152501
87,8811,0.055606978346220505,0.05717829506702371
88,8611,0.02551625181181535,0.027892156250788558
88,8612,0.16272100154954192,0.20318855117955587
88,8613,0.004383267084368887,0.008926445935860089
88,8810,0.03286195722622937,0.04020969680827443
88,8811,0.41880668291559814,0.4308216749803633
88,8812,0.3015664818651765,0.2717837523046175
88,8813,0.026853522566491216,0.048733522353614715
88,9011,0.027345115935014718,0.030541497070820326
